ID_Helper,ID_Objectif,ID_Localite,ID_Tache,Designation,Qte_Prevue,Taches,Poids,Qte_Realisee,Taux_Realisation,Qte_Prevue_Total,Avancement_Pondere,Localite,Nom_Geo_1,Categorie
HC-136,b93cce2b,ATA_Nat_08,P2AE_Cable_HTA,ASTER 54mm²,100.0,Cable_HTA,0.3333,80.0,0.8,100.0,0.26664,Ouroubonna,ATACORA,Travaux HTA
HC-137,56dd9dbd,ATA_Nat_08,P2AE_Cable_BT,PRC 50mm²,6456.0,Cable_BT,0.3111,6456.0,1.0,7691.0,0.26114440254843324,Ouroubonna,ATACORA,Travaux BT
HC-138,0f2fd2fa,ATA_Nat_08,P2AE_Cable_BT,PRC 70mm²,1235.0,Cable_BT,0.3111,1155.0,0.9352226720647774,7691.0,0.04671960733324665,Ouroubonna,ATACORA,Travaux BT
HC-139,04dc1d88,ATA_Nat_08,P2AE_DMT,Point Double DMT-CC,1.0,DMT-CC,0.0833,1.0,1.0,1.0,0.0833,Ouroubonna,ATACORA,Travaux HTA
HC-140,564230f1,ATA_Nat_08,P2AE_TFO,Transformateur 160 kVA,1.0,TFO,0.1667,0.0,0.0,1.0,0.0,Ouroubonna,ATACORA,Travaux HTA
HC-141,cc338b34,ATA_Nat_08,P2AE_EP,EP,65.0,EP,0.1556,0.0,0.0,65.0,0.0,Ouroubonna,ATACORA,Travaux BT
HC-142,ec3a5dca,ATA_Nat_08,P2AE_Terre,Mise à la terre,50.0,Terre,0.0667,0.0,0.0,50.0,0.0,Ouroubonna,ATACORA,Travaux BT
HC-143,1e71c5f2,ATA_Nat_08,P2AE_Fouille_HTA,Fouille réseau haute tension,3.0,Fouille_HTA,0.0333,3.0,1.0,3.0,0.0333,Ouroubonna,ATACORA,Travaux HTA
HC-144,e2ad5e19,ATA_Nat_08,P2AE_Fouille_BT,Fouille réseau basse tension,203.0,Fouille_BT,0.0467,205.0,1.0,203.0,0.0467,Ouroubonna,ATACORA,Travaux BT
HC-145,b57da4fe,ATA_Nat_09,P2AE_PBA_BT,PBA 9A200,18.0,PBA_BT,0.42,16.0,0.8888888888888888,50.0,0.1344,Dassakaté,ATACORA,Travaux BT
HC-146,7ec5fb34,ATA_Nat_09,P2AE_PBA_BT,PBA 9A650,30.0,PBA_BT,0.42,32.0,1.0,50.0,0.252,Dassakaté,ATACORA,Travaux BT
HC-147,b7e33abe,ATA_Nat_09,P2AE_PBA_BT,PBA 9C650,2.0,PBA_BT,0.42,2.0,1.0,50.0,0.0168,Dassakaté,ATACORA,Travaux BT
HC-148,ce84a0e1,ATA_Nat_09,P2AE_PBA_HTA,PBA 11A1250,1.0,PBA_HTA,0.3,0.0,0.0,6.0,0.0,Dassakaté,ATACORA,Travaux HTA
HC-149,1600e955,ATA_Nat_09,P2AE_PBA_HTA,PBA 12A800,4.0,PBA_HTA,0.3,0.0,0.0,6.0,0.0,Dassakaté,ATACORA,Travaux HTA
HC-150,66d5f00e,ATA_Nat_09,P2AE_Cable_HTA,ASTER 54mm²,100.0,Cable_HTA,0.3333,0.0,0.0,100.0,0.0,Dassakaté,ATACORA,Travaux HTA
HC-151,e64f8efd,ATA_Nat_09,P2AE_Cable_BT,PRC 50mm²,2287.0,Cable_BT,0.3111,1180.0,0.5159597726278968,2383.0,0.15404867813680237,Dassakaté,ATACORA,Travaux BT
HC-152,557b6470,ATA_Nat_09,P2AE_Cable_BT,PRC 70mm²,96.0,Cable_BT,0.3111,0.0,0.0,2383.0,0.0,Dassakaté,ATACORA,Travaux BT
HC-153,2012a6d1,ATA_Nat_09,P2AE_DMT,Point Double DMT-CC,1.0,DMT-CC,0.0833,0.0,0.0,1.0,0.0,Dassakaté,ATACORA,Travaux HTA
HC-154,9e4573a2,ATA_Nat_09,P2AE_IACM,IACM,1.0,IACM,0.0833,0.0,0.0,1.0,0.0,Dassakaté,ATACORA,Travaux HTA
HC-155,cd1069f0,ATA_Nat_09,P2AE_TFO,Transformateur 160 kVA,1.0,TFO,0.1667,0.0,0.0,1.0,0.0,Dassakaté,ATACORA,Travaux HTA
HC-156,82995b9a,ATA_Nat_09,P2AE_EP,EP,26.0,EP,0.1556,0.0,0.0,26.0,0.0,Dassakaté,ATACORA,Travaux BT
HC-157,2954c668,ATA_Nat_09,P2AE_Terre,Mise à la terre,22.0,Terre,0.0667,0.0,0.0,22.0,0.0,Dassakaté,ATACORA,Travaux BT
HC-158,d242b7f0,ATA_Nat_09,P2AE_Fouille_HTA,Fouille réseau haute tension,5.0,Fouille_HTA,0.0333,4.0,0.8,5.0,0.026640000000000004,Dassakaté,ATACORA,Travaux HTA
HC-159,3d70fcd3,ATA_Nat_09,P2AE_Fouille_BT,Fouille réseau basse tension,51.0,Fouille_BT,0.0467,48.0,0.9411764705882353,51.0,0.043952941176470584,Dassakaté,ATACORA,Travaux BT
HC-160,7066fc69,ATA_Nat_10,P2AE_PBA_BT,PBA 11C650,1.0,PBA_BT,0.42,1.0,1.0,55.0,0.007636363636363636,Yokossi,ATACORA,Travaux BT
HC-161,29f9b911,ATA_Nat_10,P2AE_PBA_BT,PBA 9A200,21.0,PBA_BT,0.42,21.0,1.0,55.0,0.16036363636363637,Yokossi,ATACORA,Travaux BT
HC-162,f86d6aab,ATA_Nat_10,P2AE_PBA_BT,PBA 9A650,30.0,PBA_BT,0.42,30.0,1.0,55.0,0.22909090909090907,Yokossi,ATACORA,Travaux BT
HC-163,f613024b,ATA_Nat_10,P2AE_PBA_BT,PBA 9C650,3.0,PBA_BT,0.42,3.0,1.0,55.0,0.022909090909090907,Yokossi,ATACORA,Travaux BT
HC-164,726edd68,ATA_Nat_10,P2AE_Cable_BT,PRC 50mm²,2248.0,Cable_BT,0.3111,2357.0,1.0,2248.0,0.3111,Yokossi,ATACORA,Travaux BT
HC-165,4d52c880,ATA_Nat_10,P2AE_EP,EP,15.0,EP,0.1556,15.0,1.0,15.0,0.1556,Yokossi,ATACORA,Travaux BT
HC-166,69b9c1c6,ATA_Nat_10,P2AE_Terre,Mise à la terre,15.0,Terre,0.0667,17.0,1.0,15.0,0.0667,Yokossi,ATACORA,Travaux BT
HC-167,2ea85bd7,ATA_Nat_10,P2AE_Fouille_BT,Fouille réseau basse tension,56.0,Fouille_BT,0.0467,56.0,1.0,56.0,0.0467,Yokossi,ATACORA,Travaux BT
HC-168,e203e450,ATA_Nat_11,P2AE_PBA_BT,PBA 9A200,128.0,PBA_BT,0.42,125.0,0.9765625,240.0,0.21875,Tchrimina,ATACORA,Travaux BT
HC-169,3cfac8f4,ATA_Nat_11,P2AE_PBA_BT,PBA 9A650,92.0,PBA_BT,0.42,93.0,1.0,240.0,0.161,Tchrimina,ATACORA,Travaux BT
HC-170,d1edf9e7,ATA_Nat_11,P2AE_PBA_BT,PBA 9C650,20.0,PBA_BT,0.42,18.0,0.9,240.0,0.0315,Tchrimina,ATACORA,Travaux BT
HC-171,9660a233,ATA_Nat_11,P2AE_PBA_HTA,PBA 11A1250,2.0,PBA_HTA,0.3,2.0,1.0,18.0,0.03333333333333333,Tchrimina,ATACORA,Travaux HTA
HC-172,1ffff91d,ATA_Nat_11,P2AE_PBA_HTA,PBA 12A800,2.0,PBA_HTA,0.3,2.0,1.0,18.0,0.03333333333333333,Tchrimina,ATACORA,Travaux HTA
HC-173,10866b12,ATA_Nat_11,P2AE_PBA_HTA,PBA 13A400,4.0,PBA_HTA,0.3,4.0,1.0,18.0,0.06666666666666667,Tchrimina,ATACORA,Travaux HTA
HC-174,d2042690,ATA_Nat_11,P2AE_PBA_HTA,PBA 13C800,8.0,PBA_HTA,0.3,8.0,1.0,18.0,0.13333333333333333,Tchrimina,ATACORA,Travaux HTA
HC-175,4fe3ad17,ATA_Nat_11,P2AE_Cable_HTA,ASTER 54mm²,600.0,Cable_HTA,0.3333,559.0,0.9316666666666666,600.0,0.3105245,Tchrimina,ATACORA,Travaux HTA
HC-176,3f9ea0a0,ATA_Nat_11,P2AE_Cable_BT,PRC 50mm²,8111.0,Cable_BT,0.3111,8174.0,1.0,11448.0,0.2204168501048218,Tchrimina,ATACORA,Travaux BT
HC-177,6635f087,ATA_Nat_11,P2AE_Cable_BT,PRC 70mm²,3337.0,Cable_BT,0.3111,1665.0,0.498951153730896,11448.0,0.045246462264150945,Tchrimina,ATACORA,Travaux BT
HC-178,560b3ff3,ATA_Nat_11,P2AE_DMT,Point Double DMT-CC,2.0,DMT-CC,0.0833,1.0,0.5,2.0,0.04165,Tchrimina,ATACORA,Travaux HTA
HC-179,08b45f48,ATA_Nat_11,P2AE_IACM,IACM,2.0,IACM,0.0833,2.0,1.0,2.0,0.0833,Tchrimina,ATACORA,Travaux HTA
HC-180,56fc895c,ATA_Nat_11,P2AE_TFO,Transformateur 160 kVA,2.0,TFO,0.1667,1.0,0.5,2.0,0.08335,Tchrimina,ATACORA,Travaux HTA
HC-181,f95f87d3,ATA_Nat_11,P2AE_EP,EP,97.0,EP,0.1556,0.0,0.0,97.0,0.0,Tchrimina,ATACORA,Travaux BT
HC-182,c46b12e0,ATA_Nat_11,P2AE_Terre,Mise à la terre,78.0,Terre,0.0667,56.0,0.717948717948718,78.0,0.047887179487179486,Tchrimina,ATACORA,Travaux BT
HC-183,48135246,ATA_Nat_11,P2AE_Fouille_HTA,Fouille réseau haute tension,18.0,Fouille_HTA,0.0333,18.0,1.0,18.0,0.0333,Tchrimina,ATACORA,Travaux HTA
HC-184,39845eb3,ATA_Nat_11,P2AE_Fouille_BT,Fouille réseau basse tension,242.0,Fouille_BT,0.0467,242.0,1.0,242.0,0.0467,Tchrimina,ATACORA,Travaux BT
HC-185,36e0f8df,ATA_Nat_12,P2AE_PBA_BT,PBA 9A200,11.0,PBA_BT,0.42,11.0,1.0,33.0,0.13999999999999999,Kantchagoutamou,ATACORA,Travaux BT
HC-186,164a8406,ATA_Nat_12,P2AE_PBA_BT,PBA 9A650,20.0,PBA_BT,0.42,13.0,0.65,33.0,0.16545454545454547,Kantchagoutamou,ATACORA,Travaux BT
HC-187,6ea94e28,ATA_Nat_12,P2AE_PBA_BT,PBA 9C650,2.0,PBA_BT,0.42,2.0,1.0,33.0,0.025454545454545455,Kantchagoutamou,ATACORA,Travaux BT
HC-188,adead9ca,ATA_Nat_12,P2AE_PBA_HTA,PBA 11A1250,2.0,PBA_HTA,0.3,2.0,1.0,42.0,0.014285714285714284,Kantchagoutamou,ATACORA,Travaux HTA
HC-189,ed0aab42,ATA_Nat_12,P2AE_PBA_HTA,PBA 12A800,12.0,PBA_HTA,0.3,2.0,0.16666666666666666,42.0,0.014285714285714284,Kantchagoutamou,ATACORA,Travaux HTA
HC-190,86536b75,ATA_Nat_12,P2AE_PBA_HTA,PBA 13A400,15.0,PBA_HTA,0.3,7.0,0.4666666666666667,42.0,0.049999999999999996,Kantchagoutamou,ATACORA,Travaux HTA
HC-191,e71d9ea4,ATA_Nat_12,P2AE_PBA_HTA,PBA 13C800,11.0,PBA_HTA,0.3,9.0,0.8181818181818182,42.0,0.0642857142857143,Kantchagoutamou,ATACORA,Travaux HTA
HC-192,1619047d,ATA_Nat_12,P2AE_Cable_HTA,ASTER 54mm²,1000.0,Cable_HTA,0.3333,108.0,0.108,1000.0,0.0359964,Kantchagoutamou,ATACORA,Travaux HTA
HC-193,eff2181b,ATA_Nat_12,P2AE_Cable_BT,PRC 50mm²,850.0,Cable_BT,0.3111,543.0,0.6388235294117647,3350.0,0.05042605970149253,Kantchagoutamou,ATACORA,Travaux BT
HC-194,51906f15,ATA_Nat_12,P2AE_Cable_BT,PRC 70mm²,2500.0,Cable_BT,0.3111,616.0,0.2464,3350.0,0.05720525373134328,Kantchagoutamou,ATACORA,Travaux BT
HC-195,51986f15,ATA_Nat_12,P2AE_DMT,Point Double DMT-CC,2.0,DMT-CC,0.0833,2.0,1.0,2.0,0.0833,Kantchagoutamou,ATACORA,Travaux HTA
HC-196,df5aa2f2,ATA_Nat_12,P2AE_IACM,IACM,2.0,IACM,0.0833,2.0,1.0,2.0,0.0833,Kantchagoutamou,ATACORA,Travaux HTA
HC-197,4dcdae7b,ATA_Nat_12,P2AE_TFO,Transformateur 160 kVA,2.0,TFO,0.1667,1.0,0.5,2.0,0.08335,Kantchagoutamou,ATACORA,Travaux HTA
HC-198,f2a82435,ATA_Nat_12,P2AE_EP,EP,32.0,EP,0.1556,0.0,0.0,32.0,0.0,Kantchagoutamou,ATACORA,Travaux BT
HC-199,20e9d511,ATA_Nat_12,P2AE_Terre,Mise à la terre,25.0,Terre,0.0667,9.0,0.36,25.0,0.024012,Kantchagoutamou,ATACORA,Travaux BT
HC-200,397752c4,ATA_Nat_12,P2AE_Fouille_HTA,Fouille réseau haute tension,40.0,Fouille_HTA,0.0333,23.0,0.575,40.0,0.0191475,Kantchagoutamou,ATACORA,Travaux HTA
HC-201,5db8a7cb,ATA_Nat_12,P2AE_Fouille_BT,Fouille réseau basse tension,35.0,Fouille_BT,0.0467,29.0,0.8285714285714286,35.0,0.038694285714285716,Kantchagoutamou,ATACORA,Travaux BT
HC-202,f5ca6f93,ATA_Nat_13,P2AE_PBA_BT,PBA 9A200,27.0,PBA_BT,0.42,27.0,1.0,59.0,0.19220338983050847,Sountchirantikou,ATACORA,Travaux BT
HC-203,f543956b,ATA_Nat_13,P2AE_PBA_BT,PBA 9A650,26.0,PBA_BT,0.42,27.0,1.0,59.0,0.18508474576271186,Sountchirantikou,ATACORA,Travaux BT
HC-204,d7eb3f50,ATA_Nat_13,P2AE_PBA_BT,PBA 9C650,6.0,PBA_BT,0.42,6.0,1.0,59.0,0.04271186440677966,Sountchirantikou,ATACORA,Travaux BT
HC-205,03ed326d,ATA_Nat_13,P2AE_Cable_BT,PRC 50mm²,2390.0,Cable_BT,0.3111,2390.0,1.0,2390.0,0.3111,Sountchirantikou,ATACORA,Travaux BT
HC-206,0c7167d5,ATA_Nat_13,P2AE_EP,EP,29.0,EP,0.1556,29.0,1.0,29.0,0.1556,Sountchirantikou,ATACORA,Travaux BT
HC-207,0d11c9fe,ATA_Nat_13,P2AE_Terre,Mise à la terre,21.0,Terre,0.0667,22.0,1.0,21.0,0.0667,Sountchirantikou,ATACORA,Travaux BT
HC-208,6267864e,ATA_Nat_13,P2AE_Fouille_BT,Fouille réseau basse tension,64.0,Fouille_BT,0.0467,64.0,1.0,64.0,0.0467,Sountchirantikou,ATACORA,Travaux BT
HC-209,348ef044,ATA_Nat_14,P2AE_PBA_BT,PBA 9A200,54.0,PBA_BT,0.42,54.0,1.0,104.0,0.21807692307692308,Sossouna,ATACORA,Travaux BT
HC-210,d1725e52,ATA_Nat_14,P2AE_PBA_BT,PBA 9A650,49.0,PBA_BT,0.42,48.0,0.9795918367346939,104.0,0.19384615384615383,Sossouna,ATACORA,Travaux BT
HC-211,ef1d1b3a,ATA_Nat_14,P2AE_PBA_BT,PBA 9C650,1.0,PBA_BT,0.42,1.0,1.0,104.0,0.0040384615384615385,Sossouna,ATACORA,Travaux BT
HC-212,902cd235,ATA_Nat_14,P2AE_PBA_HTA,PBA 11A1250,1.0,PBA_HTA,0.3,1.0,1.0,21.0,0.014285714285714284,Sossouna,ATACORA,Travaux HTA
HC-213,b0b7613d,ATA_Nat_14,P2AE_PBA_HTA,PBA 12A800,1.0,PBA_HTA,0.3,1.0,1.0,21.0,0.014285714285714284,Sossouna,ATACORA,Travaux HTA
HC-214,22c0a9cd,ATA_Nat_14,P2AE_PBA_HTA,PBA 13A400,10.0,PBA_HTA,0.3,0.0,0.0,21.0,0.0,Sossouna,ATACORA,Travaux HTA
HC-215,88809d56,ATA_Nat_14,P2AE_PBA_HTA,PBA 13C800,7.0,PBA_HTA,0.3,0.0,0.0,21.0,0.0,Sossouna,ATACORA,Travaux HTA
HC-216,ed5f1743,ATA_Nat_14,P2AE_PBA_HTA,PBA 14A1000,1.0,PBA_HTA,0.3,0.0,0.0,21.0,0.0,Sossouna,ATACORA,Travaux HTA
HC-217,7685f9f0,ATA_Nat_14,P2AE_Cable_HTA,ASTER 54mm²,110.0,Cable_HTA,0.3333,25.0,0.22727272727272727,110.0,0.07575,Sossouna,ATACORA,Travaux HTA
HC-218,1238e794,ATA_Nat_14,P2AE_Cable_BT,PRC 50mm²,2750.0,Cable_BT,0.3111,1576.0,0.5730909090909091,6425.0,0.07631028793774318,Sossouna,ATACORA,Travaux BT
HC-219,af228fdb,ATA_Nat_14,P2AE_Cable_BT,PRC 70mm²,3675.0,Cable_BT,0.3111,0.0,0.0,6425.0,0.0,Sossouna,ATACORA,Travaux BT
HC-220,75ce56d4,ATA_Nat_14,P2AE_DMT,Point Double DMT-CC,1.0,DMT-CC,0.0833,0.0,0.0,1.0,0.0,Sossouna,ATACORA,Travaux HTA
HC-221,dfd6bc73,ATA_Nat_14,P2AE_IACM,IACM,1.0,IACM,0.0833,1.0,1.0,1.0,0.0833,Sossouna,ATACORA,Travaux HTA
HC-222,f9c95c80,ATA_Nat_14,P2AE_TFO,Transformateur 160 kVA,1.0,TFO,0.1667,0.0,0.0,1.0,0.0,Sossouna,ATACORA,Travaux HTA
HC-223,db96c5b4,ATA_Nat_14,P2AE_EP,EP,67.0,EP,0.1556,0.0,0.0,67.0,0.0,Sossouna,ATACORA,Travaux BT
HC-224,7fb248c7,ATA_Nat_14,P2AE_Terre,Mise à la terre,47.0,Terre,0.0667,0.0,0.0,47.0,0.0,Sossouna,ATACORA,Travaux BT
HC-225,2dd5e786,ATA_Nat_14,P2AE_Fouille_HTA,Fouille réseau haute tension,20.0,Fouille_HTA,0.0333,20.0,1.0,20.0,0.0333,Sossouna,ATACORA,Travaux HTA
HC-226,692e7c08,ATA_Nat_14,P2AE_Fouille_BT,Fouille réseau basse tension,105.0,Fouille_BT,0.0467,105.0,1.0,105.0,0.0467,Sossouna,ATACORA,Travaux BT
HC-227,0179fb96,ALI_Gog_01,P2AE_PBA_BT,PBA 11C650,1.0,PBA_BT,0.42,0.0,0.0,117.0,0.0,Wara,ALIBORI,Travaux BT
HC-228,c0ed70e3,ALI_Gog_01,P2AE_PBA_BT,PBA 9A200,61.0,PBA_BT,0.42,62.0,1.0,117.0,0.218974358974359,Wara,ALIBORI,Travaux BT
HC-229,4cebffee,ALI_Gog_01,P2AE_PBA_BT,PBA 9A650,43.0,PBA_BT,0.42,39.0,0.9069767441860465,117.0,0.14,Wara,ALIBORI,Travaux BT
HC-230,deb07602,ALI_Gog_01,P2AE_PBA_BT,PBA 9C650,12.0,PBA_BT,0.42,9.0,0.75,117.0,0.03230769230769231,Wara,ALIBORI,Travaux BT
HC-231,e0b8b82a,ALI_Gog_01,P2AE_PBA_HTA,PBA 11A1250,1.0,PBA_HTA,0.3,1.0,1.0,10.0,0.03,Wara,ALIBORI,Travaux HTA
HC-232,33c687b0,ALI_Gog_01,P2AE_PBA_HTA,PBA 12A800,5.0,PBA_HTA,0.3,5.0,1.0,10.0,0.15,Wara,ALIBORI,Travaux HTA
HC-233,08f41c81,ALI_Gog_01,P2AE_PBA_HTA,PBA 13C800,3.0,PBA_HTA,0.3,0.0,0.0,10.0,0.0,Wara,ALIBORI,Travaux HTA
HC-234,3eecb60d,ALI_Gog_01,P2AE_Cable_HTA,ASTER 54mm²,80.0,Cable_HTA,0.3333,75.0,0.9375,80.0,0.31246874999999996,Wara,ALIBORI,Travaux HTA
HC-235,bb65348a,ALI_Gog_01,P2AE_Cable_BT,PRC 50mm²,4855.0,Cable_BT,0.3111,3659.33,0.7537239958805355,5040.0,0.2258765005952381,Wara,ALIBORI,Travaux BT
HC-236,c0bd91f4,ALI_Gog_01,P2AE_Cable_BT,PRC 70mm²,185.0,Cable_BT,0.3111,133.0,0.7189189189189189,5040.0,0.008209583333333333,Wara,ALIBORI,Travaux BT
HC-237,b5356ee4,ALI_Gog_01,P2AE_DMT,Point Double DMT-CC,1.0,DMT-CC,0.0833,0.0,0.0,1.0,0.0,Wara,ALIBORI,Travaux HTA
HC-238,d65be664,ALI_Gog_01,P2AE_IACM,IACM,1.0,IACM,0.0833,1.0,1.0,1.0,0.0833,Wara,ALIBORI,Travaux HTA
HC-239,dcf5286e,ALI_Gog_01,P2AE_EP,EP,57.0,EP,0.1556,40.0,0.7017543859649122,57.0,0.10919298245614034,Wara,ALIBORI,Travaux BT
HC-240,b4292a34,ALI_Gog_01,P2AE_Terre,Mise à la terre,39.0,Terre,0.0667,12.0,0.3076923076923077,39.0,0.02052307692307692,Wara,ALIBORI,Travaux BT
HC-241,7018519b,ALI_Gog_01,P2AE_Fouille_HTA,Fouille réseau haute tension,9.0,Fouille_HTA,0.0333,7.0,0.7777777777777778,9.0,0.025900000000000003,Wara,ALIBORI,Travaux HTA
HC-242,6edfc796,ALI_Gog_01,P2AE_Fouille_BT,Fouille réseau basse tension,117.0,Fouille_BT,0.0467,110.0,0.9401709401709402,117.0,0.0439059829059829,Wara,ALIBORI,Travaux BT
HC-243,e53d780d,ALI_Gog_02,P2AE_PBA_BT,PBA 9A200,38.0,PBA_BT,0.42,32.0,0.8421052631578947,80.0,0.16799999999999998,Bagou-Sinkparou,ALIBORI,Travaux BT
HC-244,779f8ead,ALI_Gog_02,P2AE_PBA_BT,PBA 9A650,35.0,PBA_BT,0.42,25.0,0.7142857142857143,80.0,0.13125,Bagou-Sinkparou,ALIBORI,Travaux BT
HC-245,f45b706a,ALI_Gog_02,P2AE_PBA_BT,PBA 9C650,7.0,PBA_BT,0.42,0.0,0.0,80.0,0.0,Bagou-Sinkparou,ALIBORI,Travaux BT
HC-246,b79a8d73,ALI_Gog_02,P2AE_PBA_HTA,PBA 11A1250,1.0,PBA_HTA,0.3,0.0,0.0,11.0,0.0,Bagou-Sinkparou,ALIBORI,Travaux HTA
HC-247,ff184028,ALI_Gog_02,P2AE_PBA_HTA,PBA 12A800,1.0,PBA_HTA,0.3,0.0,0.0,11.0,0.0,Bagou-Sinkparou,ALIBORI,Travaux HTA
HC-248,5ccff579,ALI_Gog_02,P2AE_PBA_HTA,PBA 13A400,6.0,PBA_HTA,0.3,0.0,0.0,11.0,0.0,Bagou-Sinkparou,ALIBORI,Travaux HTA
HC-249,f94ce2f4,ALI_Gog_02,P2AE_PBA_HTA,PBA 13C800,2.0,PBA_HTA,0.3,0.0,0.0,11.0,0.0,Bagou-Sinkparou,ALIBORI,Travaux HTA
HC-250,568ec0d4,ALI_Gog_02,P2AE_Cable_HTA,ASTER 54mm²,435.0,Cable_HTA,0.3333,0.0,0.0,435.0,0.0,Bagou-Sinkparou,ALIBORI,Travaux HTA
HC-251,bfaaa3a0,ALI_Gog_02,P2AE_Cable_BT,PRC 50mm²,3160.0,Cable_BT,0.3111,0.0,0.0,3425.0,0.0,Bagou-Sinkparou,ALIBORI,Travaux BT
HC-252,b4574522,ALI_Gog_02,P2AE_Cable_BT,PRC 70mm²,265.0,Cable_BT,0.3111,0.0,0.0,3425.0,0.0,Bagou-Sinkparou,ALIBORI,Travaux BT
HC-253,35f9d94e,ALI_Gog_02,P2AE_DMT,Point Double DMT-CC,1.0,DMT-CC,0.0833,0.0,0.0,1.0,0.0,Bagou-Sinkparou,ALIBORI,Travaux HTA
HC-254,3d1e46fe,ALI_Gog_02,P2AE_IACM,IACM,1.0,IACM,0.0833,0.0,0.0,1.0,0.0,Bagou-Sinkparou,ALIBORI,Travaux HTA
HC-255,9b818fd0,ALI_Gog_02,P2AE_TFO,Transformateur 160 kVA,1.0,TFO,0.1667,0.0,0.0,1.0,0.0,Bagou-Sinkparou,ALIBORI,Travaux HTA
HC-256,188d9b1b,ALI_Gog_02,P2AE_EP,EP,45.0,EP,0.1556,0.0,0.0,45.0,0.0,Bagou-Sinkparou,ALIBORI,Travaux BT
HC-257,dd0e303d,ALI_Gog_02,P2AE_Terre,Mise à la terre,27.0,Terre,0.0667,0.0,0.0,27.0,0.0,Bagou-Sinkparou,ALIBORI,Travaux BT
HC-258,9fe5c5f8,ALI_Gog_02,P2AE_Fouille_HTA,Fouille réseau haute tension,10.0,Fouille_HTA,0.0333,0.0,0.0,10.0,0.0,Bagou-Sinkparou,ALIBORI,Travaux HTA
HC-259,1bf85ec3,ALI_Gog_02,P2AE_Fouille_BT,Fouille réseau basse tension,81.0,Fouille_BT,0.0467,57.0,0.7037037037037037,81.0,0.03286296296296296,Bagou-Sinkparou,ALIBORI,Travaux BT
HC-260,ada7077b,ALI_Gog_03,P2AE_PBA_BT,PBA 9A200,57.0,PBA_BT,0.42,34.0,0.5964912280701754,105.0,0.13599999999999998,Bagou-Yankpanou,ALIBORI,Travaux BT
HC-261,7695b4ad,ALI_Gog_03,P2AE_PBA_BT,PBA 9A650,39.0,PBA_BT,0.42,25.0,0.6410256410256411,105.0,0.1,Bagou-Yankpanou,ALIBORI,Travaux BT
HC-262,c363bac0,ALI_Gog_03,P2AE_PBA_BT,PBA 9C650,9.0,PBA_BT,0.42,5.0,0.5555555555555556,105.0,0.02,Bagou-Yankpanou,ALIBORI,Travaux BT
HC-263,91f40be5,ALI_Gog_03,P2AE_PBA_HTA,PBA 11A1250,1.0,PBA_HTA,0.3,0.0,0.0,14.0,0.0,Bagou-Yankpanou,ALIBORI,Travaux HTA
HC-264,00703b48,ALI_Gog_03,P2AE_PBA_HTA,PBA 13A400,7.0,PBA_HTA,0.3,3.0,0.42857142857142855,14.0,0.06428571428571428,Bagou-Yankpanou,ALIBORI,Travaux HTA
HC-265,6ee66905,ALI_Gog_03,P2AE_PBA_HTA,PBA 13C1250,1.0,PBA_HTA,0.3,0.0,0.0,14.0,0.0,Bagou-Yankpanou,ALIBORI,Travaux HTA
HC-266,3ed5849d,ALI_Gog_03,P2AE_PBA_HTA,PBA 13C800,4.0,PBA_HTA,0.3,0.0,0.0,14.0,0.0,Bagou-Yankpanou,ALIBORI,Travaux HTA
HC-267,2799ba73,ALI_Gog_03,P2AE_Cable_HTA,ASTER 54mm²,525.0,Cable_HTA,0.3333,0.0,0.0,525.0,0.0,Bagou-Yankpanou,ALIBORI,Travaux HTA
HC-268,e9039931,ALI_Gog_03,P2AE_Cable_BT,PRC 50mm²,4320.0,Cable_BT,0.3111,0.0,0.0,5420.0,0.0,Bagou-Yankpanou,ALIBORI,Travaux BT
HC-269,61c2b5ed,ALI_Gog_03,P2AE_Cable_BT,PRC 70mm²,1100.0,Cable_BT,0.3111,0.0,0.0,5420.0,0.0,Bagou-Yankpanou,ALIBORI,Travaux BT
HC-270,ffe1b6d0,ALI_Gog_03,P2AE_DMT,Point Double DMT-CC,1.0,DMT-CC,0.0833,0.0,0.0,1.0,0.0,Bagou-Yankpanou,ALIBORI,Travaux HTA
HC-271,1b568b95,ALI_Gog_03,P2AE_IACM,IACM,1.0,IACM,0.0833,0.0,0.0,1.0,0.0,Bagou-Yankpanou,ALIBORI,Travaux HTA
HC-272,79e436b2,ALI_Gog_03,P2AE_TFO,Transformateur 160 kVA,1.0,TFO,0.1667,0.0,0.0,1.0,0.0,Bagou-Yankpanou,ALIBORI,Travaux HTA
HC-273,facd06b3,ALI_Gog_03,P2AE_EP,EP,52.0,EP,0.1556,0.0,0.0,52.0,0.0,Bagou-Yankpanou,ALIBORI,Travaux BT
HC-274,5fac86af,ALI_Gog_03,P2AE_Terre,Mise à la terre,36.0,Terre,0.0667,0.0,0.0,36.0,0.0,Bagou-Yankpanou,ALIBORI,Travaux BT
HC-275,5b85268e,ALI_Gog_03,P2AE_Fouille_HTA,Fouille réseau haute tension,13.0,Fouille_HTA,0.0333,3.0,0.23076923076923078,13.0,0.007684615384615386,Bagou-Yankpanou,ALIBORI,Travaux HTA
HC-276,22f0373d,ALI_Gog_03,P2AE_Fouille_BT,Fouille réseau basse tension,106.0,Fouille_BT,0.0467,37.0,0.3490566037735849,106.0,0.016300943396226415,Bagou-Yankpanou,ALIBORI,Travaux BT
