ID_Helper,ID_Objectif,ID_Localite,ID_Tache,Designation,Qte_Prevue,Taches,Poids,Qte_Realisee,Taux_Realisation,Qte_Prevue_Total,Avancement_Pondere,Localite,Nom_Geo_1,Categorie
HC-277,a2a2e8cd,ALI_Gog_04,P2AE_PBA_BT,PBA 9A200,162.0,PBA_BT,0.42,165.0,1.0,306.0,0.2223529411764706,Sori-Borowanrou,ALIBORI,Travaux BT
HC-278,998fcce0,ALI_Gog_04,P2AE_PBA_BT,PBA 9A650,121.0,PBA_BT,0.42,124.0,1.0,306.0,0.16607843137254902,Sori-Borowanrou,ALIBORI,Travaux BT
HC-279,6906b808,ALI_Gog_04,P2AE_PBA_BT,PBA 9C650,21.0,PBA_BT,0.42,13.0,0.6190476190476191,306.0,0.017843137254901963,Sori-Borowanrou,ALIBORI,Travaux BT
HC-280,a3c5b02e,ALI_Gog_04,P2AE_PBA_BT,PBA 9C800,2.0,PBA_BT,0.42,0.0,0.0,306.0,0.0,Sori-Borowanrou,ALIBORI,Travaux BT
HC-281,466g60485,ALI_Gog_04,P2AE_PBA_HTA,PBA 11A1250,3.0,PBA_HTA,0.3,3.0,1.0,22.0,0.0409090909090909,Sori-Borowanrou,ALIBORI,Travaux HTA
HC-282,e80403b9,ALI_Gog_04,P2AE_PBA_HTA,PBA 12A800,2.0,PBA_HTA,0.3,2.0,1.0,22.0,0.02727272727272727,Sori-Borowanrou,ALIBORI,Travaux HTA
HC-283,101c03e7,ALI_Gog_04,P2AE_PBA_HTA,PBA 13A400,4.0,PBA_HTA,0.3,3.0,0.75,22.0,0.04090909090909091,Sori-Borowanrou,ALIBORI,Travaux HTA
HC-284,b104f793,ALI_Gog_04,P2AE_PBA_HTA,PBA 13C1250,1.0,PBA_HTA,0.3,1.0,1.0,22.0,0.013636363636363636,Sori-Borowanrou,ALIBORI,Travaux HTA
HC-285,a950e58c,ALI_Gog_04,P2AE_PBA_HTA,PBA 13C800,4.0,PBA_HTA,0.3,4.0,1.0,22.0,0.05454545454545454,Sori-Borowanrou,ALIBORI,Travaux HTA
HC-286,beddd44f,ALI_Gog_04,P2AE_PBA_HTA,PBA 14A1000,5.0,PBA_HTA,0.3,0.0,0.0,22.0,0.0,Sori-Borowanrou,ALIBORI,Travaux HTA
HC-287,ab05605b,ALI_Gog_04,P2AE_PBA_HTA,PBA 14C1000,1.0,PBA_HTA,0.3,0.0,0.0,22.0,0.0,Sori-Borowanrou,ALIBORI,Travaux HTA
HC-288,ed8d4083,ALI_Gog_04,P2AE_Cable_HTA,ASTER 54mm²,480.0,Cable_HTA,0.3333,469.75,0.9786458333333333,480.0,0.32618265625,Sori-Borowanrou,ALIBORI,Travaux HTA
HC-289,81ebf29a,ALI_Gog_04,P2AE_Cable_BT,PRC 50mm²,10125.0,Cable_BT,0.3111,8331.3,0.8228444444444444,14265.0,0.1816941766561514,Sori-Borowanrou,ALIBORI,Travaux BT
HC-290,5b660e9e,ALI_Gog_04,P2AE_Cable_BT,PRC 70mm²,4140.0,Cable_BT,0.3111,2383.0299999999997,0.5756111111111111,14265.0,0.05197060168243954,Sori-Borowanrou,ALIBORI,Travaux BT
HC-291,861f92ed,ALI_Gog_04,P2AE_DMT,Point Double DMT-CC,3.0,DMT-CC,0.0833,0.0,0.0,3.0,0.0,Sori-Borowanrou,ALIBORI,Travaux HTA
HC-292,398281b2,ALI_Gog_04,P2AE_IACM,IACM,2.0,IACM,0.0833,2.0,1.0,2.0,0.0833,Sori-Borowanrou,ALIBORI,Travaux HTA
HC-293,d1b3bc56,ALI_Gog_04,P2AE_EP,EP,123.0,EP,0.1556,47.0,0.3821138211382114,123.0,0.05945691056910569,Sori-Borowanrou,ALIBORI,Travaux BT
HC-294,58798a66,ALI_Gog_04,P2AE_Terre,Mise à la terre,86.0,Terre,0.0667,0.0,0.0,86.0,0.0,Sori-Borowanrou,ALIBORI,Travaux BT
HC-295,96579b83,ALI_Gog_04,P2AE_Fouille_HTA,Fouille réseau haute tension,20.0,Fouille_HTA,0.0333,15.0,0.75,20.0,0.024975000000000004,Sori-Borowanrou,ALIBORI,Travaux HTA
HC-296,5f2379b2,ALI_Gog_04,P2AE_Fouille_BT,Fouille réseau basse tension,308.0,Fouille_BT,0.0467,302.0,0.9805194805194806,308.0,0.04579025974025974,Sori-Borowanrou,ALIBORI,Travaux BT
HC-297,9fedf384,ALI_Gog_05,P2AE_PBA_BT,PBA 9A200,111.0,PBA_BT,0.42,105.0,0.9459459459459459,220.0,0.20045454545454544,Sori-Kpankpanrou,ALIBORI,Travaux BT
HC-298,9b0e99c6,ALI_Gog_05,P2AE_PBA_BT,PBA 9A650,87.0,PBA_BT,0.42,89.0,1.0,220.0,0.1660909090909091,Sori-Kpankpanrou,ALIBORI,Travaux BT
HC-299,1fd63c1c,ALI_Gog_05,P2AE_PBA_BT,PBA 9C650,22.0,PBA_BT,0.42,21.0,0.9545454545454546,220.0,0.040090909090909094,Sori-Kpankpanrou,ALIBORI,Travaux BT
HC-300,22310fd9,ALI_Gog_05,P2AE_PBA_HTA,PBA 11A1250,1.0,PBA_HTA,0.3,1.0,1.0,10.0,0.03,Sori-Kpankpanrou,ALIBORI,Travaux HTA
HC-301,f166d6f0,ALI_Gog_05,P2AE_PBA_HTA,PBA 12A800,1.0,PBA_HTA,0.3,1.0,1.0,10.0,0.03,Sori-Kpankpanrou,ALIBORI,Travaux HTA
HC-302,edb9f700,ALI_Gog_05,P2AE_PBA_HTA,PBA 13A400,5.0,PBA_HTA,0.3,5.0,1.0,10.0,0.15,Sori-Kpankpanrou,ALIBORI,Travaux HTA
HC-303,53ae1d86,ALI_Gog_05,P2AE_PBA_HTA,PBA 13C800,2.0,PBA_HTA,0.3,2.0,1.0,10.0,0.06,Sori-Kpankpanrou,ALIBORI,Travaux HTA
HC-304,8bea8e0a,ALI_Gog_05,P2AE_Cable_HTA,ASTER 54mm²,425.0,Cable_HTA,0.3333,366.9,0.8632941176470588,425.0,0.2877359294117647,Sori-Kpankpanrou,ALIBORI,Travaux HTA
HC-305,0a7710ee,ALI_Gog_05,P2AE_Cable_BT,PRC 50mm²,8550.0,Cable_BT,0.3111,6763.9400000000005,0.7911040935672515,13131.0,0.1602514457390907,Sori-Kpankpanrou,ALIBORI,Travaux BT
HC-306,d1962a46,ALI_Gog_05,P2AE_Cable_BT,PRC 70mm²,4581.0,Cable_BT,0.3111,3285.12,0.7171185330713817,13131.0,0.07783115010281012,Sori-Kpankpanrou,ALIBORI,Travaux BT
HC-307,1bda5c47,ALI_Gog_05,P2AE_DMT,Point Double DMT-CC,1.0,DMT-CC,0.0833,0.0,0.0,1.0,0.0,Sori-Kpankpanrou,ALIBORI,Travaux HTA
HC-308,ef9cf067,ALI_Gog_05,P2AE_IACM,IACM,1.0,IACM,0.0833,1.0,1.0,1.0,0.0833,Sori-Kpankpanrou,ALIBORI,Travaux HTA
HC-309,16060e4d,ALI_Gog_05,P2AE_TFO,Transformateur 160 kVA,1.0,TFO,0.1667,1.0,1.0,1.0,0.1667,Sori-Kpankpanrou,ALIBORI,Travaux HTA
HC-310,116e2f3c,ALI_Gog_05,P2AE_EP,EP,84.0,EP,0.1556,78.0,0.9285714285714286,84.0,0.14448571428571427,Sori-Kpankpanrou,ALIBORI,Travaux BT
HC-311,077dbf72,ALI_Gog_05,P2AE_Terre,Mise à la terre,64.0,Terre,0.0667,0.0,0.0,64.0,0.0,Sori-Kpankpanrou,ALIBORI,Travaux BT
HC-312,5cf96d0d,ALI_Gog_05,P2AE_Fouille_HTA,Fouille réseau haute tension,9.0,Fouille_HTA,0.0333,10.0,1.0,9.0,0.0333,Sori-Kpankpanrou,ALIBORI,Travaux HTA
HC-313,2061b43a,ALI_Gog_05,P2AE_Fouille_BT,Fouille réseau basse tension,221.0,Fouille_BT,0.0467,215.0,0.9728506787330317,221.0,0.045432126696832574,Sori-Kpankpanrou,ALIBORI,Travaux BT
HC-314,cd598c75,ALI_Kan_01,P2AE_PBA_BT,PBA 9A200,23.0,PBA_BT,0.42,23.0,1.0,47.0,0.205531914893617,Kandi-fô,ALIBORI,Travaux BT
HC-315,1fe48d61,ALI_Kan_01,P2AE_PBA_BT,PBA 9A650,19.0,PBA_BT,0.42,19.0,1.0,47.0,0.16978723404255316,Kandi-fô,ALIBORI,Travaux BT
HC-316,836009dd,ALI_Kan_01,P2AE_PBA_BT,PBA 9C650,3.0,PBA_BT,0.42,3.0,1.0,47.0,0.02680851063829787,Kandi-fô,ALIBORI,Travaux BT
HC-317,62811a08,ALI_Kan_01,P2AE_PBA_BT,PBA 9C800,2.0,PBA_BT,0.42,2.0,1.0,47.0,0.017872340425531912,Kandi-fô,ALIBORI,Travaux BT
HC-318,e0ebaa6d,ALI_Kan_01,P2AE_PBA_HTA,PBA 11A1250,1.0,PBA_HTA,0.3,1.0,1.0,21.0,0.014285714285714284,Kandi-fô,ALIBORI,Travaux HTA
HC-319,539c5b6c,ALI_Kan_01,P2AE_PBA_HTA,PBA 12A800,5.0,PBA_HTA,0.3,1.0,0.2,21.0,0.014285714285714284,Kandi-fô,ALIBORI,Travaux HTA
HC-320,d1eea98f,ALI_Kan_01,P2AE_PBA_HTA,PBA 13A400,5.0,PBA_HTA,0.3,0.0,0.0,21.0,0.0,Kandi-fô,ALIBORI,Travaux HTA
HC-321,ca4a12a1,ALI_Kan_01,P2AE_PBA_HTA,PBA 13C800,3.0,PBA_HTA,0.3,0.0,0.0,21.0,0.0,Kandi-fô,ALIBORI,Travaux HTA
HC-322,dedfa021,ALI_Kan_01,P2AE_PBA_HTA,PBA 14A1000,5.0,PBA_HTA,0.3,0.0,0.0,21.0,0.0,Kandi-fô,ALIBORI,Travaux HTA
HC-323,476953c3,ALI_Kan_01,P2AE_PBA_HTA,PBA 14C1000,1.0,PBA_HTA,0.3,0.0,0.0,21.0,0.0,Kandi-fô,ALIBORI,Travaux HTA
HC-324,497e35603,ALI_Kan_01,P2AE_Cable_HTA,ASTER 54mm²,80.0,Cable_HTA,0.3333,75.0,0.9375,80.0,0.31246874999999996,Kandi-fô,ALIBORI,Travaux HTA
HC-325,c706ff6e,ALI_Kan_01,P2AE_Cable_BT,PRC 50mm²,1920.0,Cable_BT,0.3111,839.0,0.43697916666666664,3225.0,0.08093423255813953,Kandi-fô,ALIBORI,Travaux BT
HC-326,5e330fc7,ALI_Kan_01,P2AE_Cable_BT,PRC 70mm²,1305.0,Cable_BT,0.3111,450.0,0.3448275862068966,3225.0,0.04340930232558139,Kandi-fô,ALIBORI,Travaux BT
HC-327,87530a00,ALI_Kan_01,P2AE_EP,EP,38.0,EP,0.1556,0.0,0.0,38.0,0.0,Kandi-fô,ALIBORI,Travaux BT
HC-328,810bcfae,ALI_Kan_01,P2AE_Terre,Mise à la terre,32.0,Terre,0.0667,16.0,0.5,32.0,0.03335,Kandi-fô,ALIBORI,Travaux BT
HC-329,f1d4af89,ALI_Kan_01,P2AE_Fouille_HTA,Fouille réseau haute tension,20.0,Fouille_HTA,0.0333,2.0,0.1,20.0,0.0033300000000000005,Kandi-fô,ALIBORI,Travaux HTA
HC-330,37b37fab,ALI_Kan_01,P2AE_Fouille_BT,Fouille réseau basse tension,49.0,Fouille_BT,0.0467,48.0,0.9795918367346939,49.0,0.0457469387755102,Kandi-fô,ALIBORI,Travaux BT
HC-331,58e013f2,ALI_Kan_02,P2AE_PBA_BT,PBA 9A200,147.0,PBA_BT,0.42,137.0,0.9319727891156463,251.0,0.22924302788844622,Albarika,ALIBORI,Travaux BT
HC-332,3a955806,ALI_Kan_02,P2AE_PBA_BT,PBA 9A650,84.0,PBA_BT,0.42,84.0,1.0,251.0,0.14055776892430277,Albarika,ALIBORI,Travaux BT
HC-333,d3924019,ALI_Kan_02,P2AE_PBA_BT,PBA 9C650,17.0,PBA_BT,0.42,15.0,0.8823529411764706,251.0,0.025099601593625495,Albarika,ALIBORI,Travaux BT
HC-334,d3c4e7f6,ALI_Kan_02,P2AE_PBA_BT,PBA 9C800,3.0,PBA_BT,0.42,2.0,0.6666666666666666,251.0,0.0033466135458167325,Albarika,ALIBORI,Travaux BT
HC-335,ac3ce0c9,ALI_Kan_02,P2AE_PBA_HTA,PBA 11A1250,2.0,PBA_HTA,0.3,2.0,1.0,16.0,0.0375,Albarika,ALIBORI,Travaux HTA
HC-336,79dff89f,ALI_Kan_02,P2AE_PBA_HTA,PBA 12A800,2.0,PBA_HTA,0.3,2.0,1.0,16.0,0.0375,Albarika,ALIBORI,Travaux HTA
HC-337,0a19fbbd,ALI_Kan_02,P2AE_PBA_HTA,PBA 13A400,2.0,PBA_HTA,0.3,3.0,1.0,16.0,0.0375,Albarika,ALIBORI,Travaux HTA
HC-338,1bb29119,ALI_Kan_02,P2AE_PBA_HTA,PBA 13C800,5.0,PBA_HTA,0.3,3.0,0.6,16.0,0.056249999999999994,Albarika,ALIBORI,Travaux HTA
HC-339,36674afe,ALI_Kan_02,P2AE_PBA_HTA,PBA 14A1000,1.0,PBA_HTA,0.3,0.0,0.0,16.0,0.0,Albarika,ALIBORI,Travaux HTA
HC-340,4e8e7143,ALI_Kan_02,P2AE_PBA_HTA,PBA 14C1000,2.0,PBA_HTA,0.3,2.0,1.0,16.0,0.0375,Albarika,ALIBORI,Travaux HTA
HC-341,ddef61fd,ALI_Kan_02,P2AE_Cable_HTA,ASTER 54mm²,350.0,Cable_HTA,0.3333,298.0,0.8514285714285714,350.0,0.28378114285714284,Albarika,ALIBORI,Travaux HTA
HC-342,e660d565,ALI_Kan_02,P2AE_Cable_BT,PRC 50mm²,7505.0,Cable_BT,0.3111,6339.9,0.8447568287808127,11615.0,0.16980997761515282,Albarika,ALIBORI,Travaux BT
HC-343,dea88019,ALI_Kan_02,P2AE_Cable_BT,PRC 70mm²,4110.0,Cable_BT,0.3111,2407.0699999999997,0.585661800486618,11615.0,0.06447175867412827,Albarika,ALIBORI,Travaux BT
HC-344,4db2fa91,ALI_Kan_02,P2AE_DMT,Point Double DMT-CC,2.0,DMT-CC,0.0833,0.0,0.0,2.0,0.0,Albarika,ALIBORI,Travaux HTA
HC-345,90b7e24b,ALI_Kan_02,P2AE_IACM,IACM,2.0,IACM,0.0833,0.0,0.0,2.0,0.0,Albarika,ALIBORI,Travaux HTA
HC-346,5e45f915,ALI_Kan_02,P2AE_TFO,Transformateur 160 kVA,2.0,TFO,0.1667,0.0,0.0,2.0,0.0,Albarika,ALIBORI,Travaux HTA
HC-347,495fe90e,ALI_Kan_02,P2AE_EP,EP,128.0,EP,0.1556,53.0,0.4140625,128.0,0.06442812499999999,Albarika,ALIBORI,Travaux BT
HC-348,7d879cb5,ALI_Kan_02,P2AE_Terre,Mise à la terre,76.0,Terre,0.0667,33.0,0.4342105263157895,76.0,0.028961842105263157,Albarika,ALIBORI,Travaux BT
HC-349,761c4126,ALI_Kan_02,P2AE_Fouille_HTA,Fouille réseau haute tension,14.0,Fouille_HTA,0.0333,14.0,1.0,14.0,0.0333,Albarika,ALIBORI,Travaux HTA
HC-350,a7e789ef,ALI_Kan_02,P2AE_Fouille_BT,Fouille réseau basse tension,253.0,Fouille_BT,0.0467,238.0,0.9407114624505929,253.0,0.04393122529644269,Albarika,ALIBORI,Travaux BT
HC-351,61c1e911,ALI_Kan_03,P2AE_PBA_BT,PBA 9A200,19.0,PBA_BT,0.42,9.0,0.47368421052631576,33.0,0.11454545454545455,Kéféré-Senté,ALIBORI,Travaux BT
HC-352,4dfbcc6c,ALI_Kan_03,P2AE_PBA_BT,PBA 9A650,12.0,PBA_BT,0.42,8.0,0.6666666666666666,33.0,0.10181818181818181,Kéféré-Senté,ALIBORI,Travaux BT
HC-353,04cc362f,ALI_Kan_03,P2AE_PBA_BT,PBA 9C650,2.0,PBA_BT,0.42,1.0,0.5,33.0,0.012727272727272728,Kéféré-Senté,ALIBORI,Travaux BT
HC-354,1f4243cc,ALI_Kan_03,P2AE_PBA_HTA,PBA 11A1250,1.0,PBA_HTA,0.3,1.0,1.0,8.0,0.0375,Kéféré-Senté,ALIBORI,Travaux HTA
HC-355,7346bf23,ALI_Kan_03,P2AE_PBA_HTA,PBA 12A800,1.0,PBA_HTA,0.3,1.0,1.0,8.0,0.0375,Kéféré-Senté,ALIBORI,Travaux HTA
HC-356,f2b16240,ALI_Kan_03,P2AE_PBA_HTA,PBA 13A400,1.0,PBA_HTA,0.3,0.0,0.0,8.0,0.0,Kéféré-Senté,ALIBORI,Travaux HTA
HC-357,b001913b,ALI_Kan_03,P2AE_PBA_HTA,PBA 13C1250,2.0,PBA_HTA,0.3,2.0,1.0,8.0,0.075,Kéféré-Senté,ALIBORI,Travaux HTA
HC-358,da2fb789,ALI_Kan_03,P2AE_PBA_HTA,PBA 13C800,2.0,PBA_HTA,0.3,0.0,0.0,8.0,0.0,Kéféré-Senté,ALIBORI,Travaux HTA
HC-359,ba5d33b9,ALI_Kan_03,P2AE_Cable_HTA,ASTER 54mm²,245.0,Cable_HTA,0.3333,0.0,0.0,245.0,0.0,Kéféré-Senté,ALIBORI,Travaux HTA
HC-360,ddc71ef1,ALI_Kan_03,P2AE_Cable_BT,PRC 50mm²,950.0,Cable_BT,0.3111,0.0,0.0,1175.0,0.0,Kéféré-Senté,ALIBORI,Travaux BT
HC-361,3954cc2c,ALI_Kan_03,P2AE_Cable_BT,PRC 70mm²,225.0,Cable_BT,0.3111,0.0,0.0,1175.0,0.0,Kéféré-Senté,ALIBORI,Travaux BT
HC-362,b16c31f6,ALI_Kan_03,P2AE_DMT,Point Double DMT-CC,1.0,DMT-CC,0.0833,0.0,0.0,1.0,0.0,Kéféré-Senté,ALIBORI,Travaux HTA
HC-363,3d8b0e97,ALI_Kan_03,P2AE_IACM,IACM,1.0,IACM,0.0833,0.0,0.0,1.0,0.0,Kéféré-Senté,ALIBORI,Travaux HTA
HC-364,430bd8b0,ALI_Kan_03,P2AE_TFO,Transformateur 160 kVA,1.0,TFO,0.1667,0.0,0.0,1.0,0.0,Kéféré-Senté,ALIBORI,Travaux HTA
HC-365,04ba18f9,ALI_Kan_03,P2AE_EP,EP,11.0,EP,0.1556,0.0,0.0,11.0,0.0,Kéféré-Senté,ALIBORI,Travaux BT
HC-366,ba660deb,ALI_Kan_03,P2AE_Terre,Mise à la terre,11.0,Terre,0.0667,0.0,0.0,11.0,0.0,Kéféré-Senté,ALIBORI,Travaux BT
HC-367,16bf1526,ALI_Kan_03,P2AE_Fouille_HTA,Fouille réseau haute tension,7.0,Fouille_HTA,0.0333,5.0,0.7142857142857143,7.0,0.02378571428571429,Kéféré-Senté,ALIBORI,Travaux HTA
HC-368,02eb6a26,ALI_Kan_03,P2AE_Fouille_BT,Fouille réseau basse tension,34.0,Fouille_BT,0.0467,18.0,0.5294117647058824,34.0,0.024723529411764707,Kéféré-Senté,ALIBORI,Travaux BT
HC-369,f598a955,ALI_Kan_04,P2AE_PBA_BT,PBA 9A200,104.0,PBA_BT,0.42,104.0,1.0,205.0,0.2130731707317073,Ganssoso-Gbiga,ALIBORI,Travaux BT
HC-370,089c081d,ALI_Kan_04,P2AE_PBA_BT,PBA 9A650,81.0,PBA_BT,0.42,82.0,1.0,205.0,0.16595121951219513,Ganssoso-Gbiga,ALIBORI,Travaux BT
HC-371,972e3063,ALI_Kan_04,P2AE_PBA_BT,PBA 9C650,19.0,PBA_BT,0.42,17.0,0.8947368421052632,205.0,0.03482926829268292,Ganssoso-Gbiga,ALIBORI,Travaux BT
HC-372,e906b23e,ALI_Kan_04,P2AE_PBA_BT,PBA 9C800,1.0,PBA_BT,0.42,1.0,1.0,205.0,0.002048780487804878,Ganssoso-Gbiga,ALIBORI,Travaux BT
HC-373,e6505c9b,ALI_Kan_04,P2AE_PBA_HTA,PBA 11A1250,2.0,PBA_HTA,0.3,2.0,1.0,18.0,0.03333333333333333,Ganssoso-Gbiga,ALIBORI,Travaux HTA
HC-374,a0e5d663,ALI_Kan_04,P2AE_PBA_HTA,PBA 12A800,2.0,PBA_HTA,0.3,2.0,1.0,18.0,0.03333333333333333,Ganssoso-Gbiga,ALIBORI,Travaux HTA
HC-375,9f11ed2e,ALI_Kan_04,P2AE_PBA_HTA,PBA 13A400,3.0,PBA_HTA,0.3,2.0,0.6666666666666666,18.0,0.033333333333333326,Ganssoso-Gbiga,ALIBORI,Travaux HTA
HC-376,952a9237,ALI_Kan_04,P2AE_PBA_HTA,PBA 13C800,6.0,PBA_HTA,0.3,3.0,0.5,18.0,0.049999999999999996,Ganssoso-Gbiga,ALIBORI,Travaux HTA
HC-377,cbcbf2ea,ALI_Kan_04,P2AE_PBA_HTA,PBA 14A1000,1.0,PBA_HTA,0.3,0.0,0.0,18.0,0.0,Ganssoso-Gbiga,ALIBORI,Travaux HTA
HC-378,d6b8ec48,ALI_Kan_04,P2AE_PBA_HTA,PBA 14C1000,2.0,PBA_HTA,0.3,0.0,0.0,18.0,0.0,Ganssoso-Gbiga,ALIBORI,Travaux HTA
HC-379,6d4b8172,ALI_Kan_04,P2AE_Cable_HTA,ASTER 54mm²,420.0,Cable_HTA,0.3333,146.3,0.3483333333333334,420.0,0.11609950000000001,Ganssoso-Gbiga,ALIBORI,Travaux HTA
HC-380,18d1bfda,ALI_Kan_04,P2AE_Cable_BT,PRC 50mm²,7050.0,Cable_BT,0.3111,6189.0,0.8778723404255319,10370.0,0.18566999999999997,Ganssoso-Gbiga,ALIBORI,Travaux BT
HC-381,122f4dca,ALI_Kan_04,P2AE_Cable_BT,PRC 70mm²,3320.0,Cable_BT,0.3111,2009.05,0.6051355421686747,10370.0,0.0602715,Ganssoso-Gbiga,ALIBORI,Travaux BT
HC-382,9072351d,ALI_Kan_04,P2AE_DMT,Point Double DMT-CC,2.0,DMT-CC,0.0833,0.0,0.0,2.0,0.0,Ganssoso-Gbiga,ALIBORI,Travaux HTA
HC-383,3c9baafa,ALI_Kan_04,P2AE_IACM,IACM,2.0,IACM,0.0833,2.0,1.0,2.0,0.0833,Ganssoso-Gbiga,ALIBORI,Travaux HTA
HC-384,734eb666,ALI_Kan_04,P2AE_TFO,Transformateur 160 kVA,2.0,TFO,0.1667,0.0,0.0,2.0,0.0,Ganssoso-Gbiga,ALIBORI,Travaux HTA
HC-385,1bcc8071,ALI_Kan_04,P2AE_EP,EP,94.0,EP,0.1556,67.0,0.7127659574468085,94.0,0.11090638297872339,Ganssoso-Gbiga,ALIBORI,Travaux BT
HC-386,c386f58c,ALI_Kan_04,P2AE_Terre,Mise à la terre,74.0,Terre,0.0667,48.0,0.6486486486486487,74.0,0.04326486486486487,Ganssoso-Gbiga,ALIBORI,Travaux BT
HC-387,71b33790,ALI_Kan_04,P2AE_Fouille_HTA,Fouille réseau haute tension,16.0,Fouille_HTA,0.0333,11.0,0.6875,16.0,0.02289375,Ganssoso-Gbiga,ALIBORI,Travaux HTA
HC-388,541754a7,ALI_Kan_04,P2AE_Fouille_BT,Fouille réseau basse tension,208.0,Fouille_BT,0.0467,205.0,0.9855769230769231,208.0,0.04602644230769231,Ganssoso-Gbiga,ALIBORI,Travaux BT
HC-389,61f6bd4d,ALI_Kan_05,P2AE_PBA_BT,PBA 9A200,22.0,PBA_BT,0.42,22.0,1.0,52.0,0.17769230769230768,Soundou,ALIBORI,Travaux BT
HC-390,0da904ec,ALI_Kan_05,P2AE_PBA_BT,PBA 9A650,26.0,PBA_BT,0.42,24.0,0.9230769230769231,52.0,0.19384615384615386,Soundou,ALIBORI,Travaux BT
HC-391,bbe0ac43,ALI_Kan_05,P2AE_PBA_BT,PBA 9C650,4.0,PBA_BT,0.42,4.0,1.0,52.0,0.03230769230769231,Soundou,ALIBORI,Travaux BT
HC-392,9e37a6ac,ALI_Kan_05,P2AE_PBA_HTA,PBA 11A1250,1.0,PBA_HTA,0.3,1.0,1.0,7.0,0.04285714285714285,Soundou,ALIBORI,Travaux HTA
HC-393,3bc8eab6,ALI_Kan_05,P2AE_PBA_HTA,PBA 12A800,1.0,PBA_HTA,0.3,1.0,1.0,7.0,0.04285714285714285,Soundou,ALIBORI,Travaux HTA
HC-394,b1541a0d,ALI_Kan_05,P2AE_PBA_HTA,PBA 13A400,1.0,PBA_HTA,0.3,1.0,1.0,7.0,0.04285714285714285,Soundou,ALIBORI,Travaux HTA
HC-395,6b221782,ALI_Kan_05,P2AE_PBA_HTA,PBA 13C800,2.0,PBA_HTA,0.3,2.0,1.0,7.0,0.0857142857142857,Soundou,ALIBORI,Travaux HTA
HC-396,5bed5f62,ALI_Kan_05,P2AE_PBA_HTA,PBA 14C1000,1.0,PBA_HTA,0.3,0.0,0.0,7.0,0.0,Soundou,ALIBORI,Travaux HTA
HC-397,973t39187,ALI_Kan_05,P2AE_Cable_HTA,ASTER 54mm²,190.0,Cable_HTA,0.3333,150.0,0.7894736842105263,190.0,0.26313157894736844,Soundou,ALIBORI,Travaux HTA
HC-398,20754c92,ALI_Kan_05,P2AE_Cable_BT,PRC 50mm²,1920.0,Cable_BT,0.3111,1770.0,0.921875,2180.0,0.2525903669724771,Soundou,ALIBORI,Travaux BT
HC-399,31d6c113,ALI_Kan_05,P2AE_Cable_BT,PRC 70mm²,260.0,Cable_BT,0.3111,260.0,1.0,2180.0,0.037103669724770645,Soundou,ALIBORI,Travaux BT
HC-400,c56afe7c,ALI_Kan_05,P2AE_DMT,Point Double DMT-CC,1.0,DMT-CC,0.0833,0.0,0.0,1.0,0.0,Soundou,ALIBORI,Travaux HTA
HC-401,589ada51,ALI_Kan_05,P2AE_IACM,IACM,1.0,IACM,0.0833,0.0,0.0,1.0,0.0,Soundou,ALIBORI,Travaux HTA
HC-402,a55e9db4,ALI_Kan_05,P2AE_TFO,Transformateur 160 kVA,1.0,TFO,0.1667,0.0,0.0,1.0,0.0,Soundou,ALIBORI,Travaux HTA
HC-403,fd2c7296,ALI_Kan_05,P2AE_EP,EP,25.0,EP,0.1556,0.0,0.0,25.0,0.0,Soundou,ALIBORI,Travaux BT
HC-404,d84884d3,ALI_Kan_05,P2AE_Terre,Mise à la terre,23.0,Terre,0.0667,0.0,0.0,23.0,0.0,Soundou,ALIBORI,Travaux BT
HC-405,a906d1c4,ALI_Kan_05,P2AE_Fouille_HTA,Fouille réseau haute tension,6.0,Fouille_HTA,0.0333,5.0,0.8333333333333334,6.0,0.027750000000000004,Soundou,ALIBORI,Travaux HTA
HC-406,6677d762,ALI_Kan_05,P2AE_Fouille_BT,Fouille réseau basse tension,53.0,Fouille_BT,0.0467,51.0,0.9622641509433962,53.0,0.0449377358490566,Soundou,ALIBORI,Travaux BT
HC-407,df519c0c,ALI_Kan_06,P2AE_PBA_BT,PBA 11C650,3.0,PBA_BT,0.42,1.0,0.3333333333333333,50.0,0.0084,Fafa,ALIBORI,Travaux BT
HC-408,28390cb9,ALI_Kan_06,P2AE_PBA_BT,PBA 9A200,29.0,PBA_BT,0.42,25.0,0.8620689655172413,50.0,0.20999999999999996,Fafa,ALIBORI,Travaux BT
HC-409,974ff616,ALI_Kan_06,P2AE_PBA_BT,PBA 9A650,16.0,PBA_BT,0.42,17.0,1.0,50.0,0.1344,Fafa,ALIBORI,Travaux BT
HC-410,7806i4188,ALI_Kan_06,P2AE_PBA_BT,PBA 9C650,1.0,PBA_BT,0.42,1.0,1.0,50.0,0.0084,Fafa,ALIBORI,Travaux BT
HC-411,46d5c23c,ALI_Kan_06,P2AE_PBA_BT,PBA 9C800,1.0,PBA_BT,0.42,1.0,1.0,50.0,0.0084,Fafa,ALIBORI,Travaux BT
HC-412,35ed2f94,ALI_Kan_06,P2AE_PBA_HTA,PBA 11A1250,1.0,PBA_HTA,0.3,1.0,1.0,17.0,0.01764705882352941,Fafa,ALIBORI,Travaux HTA
