ID_Helper,ID_Objectif,ID_Localite,Localite,Departement,Commune,ID_Tache,Categorie,Designation,ID_Materiel,Unite,Qte_Prevue,Qte_Realisee,Quantite_Restante,Taux_Realisation,Poids,Qte_Prevue_Total,Avancement_Pondere,Statut,Avancement_HTA_Localite_pct,Avancement_BT_Localite_pct,Avancement_Global_Localite_pct,Nb_Anomalies_Signalees
HC-233,08f41c81,ALI_Gog_01,Wara,ALIBORI,Gogounou,P2AE_PBA_HTA,Travaux HTA,PBA 13C800,d6344558,U,3.0,0.0,3.0,0.0,0.3,10.0,0.0,En Cours,76.84455945594559,79.89102864671761,78.55667514115947,0
HC-967,P2AE-OBJ-1256cee9,ALI_Gog_01,Wara,ALIBORI,Gogounou,P2AE_PBA_HTA,Travaux HTA,PBA 11C650,26e8ec03,U,1.0,0.0,1.0,0.0,0.3,10.0,0.0,En Cours,76.84455945594559,79.89102864671761,78.55667514115947,0
HC-994,P2AE-OBJ-6ccf35fd,ALI_Gog_01,Wara,ALIBORI,Gogounou,P2AE_TFO,Travaux HTA,Transformateur 100 kVA,152ada8c,U,1.0,1.0,0.0,1.0,0.1667,1.0,0.1667,En Cours,76.84455945594559,79.89102864671761,78.55667514115947,0
HC-240,b4292a34,ALI_Gog_01,Wara,ALIBORI,Gogounou,P2AE_Terre,Travaux BT,Mise à la terre,002f1a3d,U,39.0,12.0,27.0,0.3076923076923077,0.0667,39.0,0.02052307692307692,En Cours,76.84455945594559,79.89102864671761,78.55667514115947,0
HC-120,e1b6ea09,ATA_Nat_07,Boriyouré,ATACORA,Natitingou,P2AE_Cable_BT,Travaux BT,PRC 50mm²,8e6b4946,m,2930.0,1085.0,1845.0,0.3703071672354949,0.3111,3435.0,0.09826593886462882,En Cours,20.00200020002,52.12373740244695,38.05441650778395,0
HC-121,98d97d07,ATA_Nat_07,Boriyouré,ATACORA,Natitingou,P2AE_Cable_BT,Travaux BT,PRC 70mm²,59dc5a38,m,505.0,0.0,505.0,0.0,0.3111,3435.0,0.0,En Cours,20.00200020002,52.12373740244695,38.05441650778395,0
HC-118,082de73e,ATA_Nat_07,Boriyouré,ATACORA,Natitingou,P2AE_Cable_HTA,Travaux HTA,ASTER 54mm²,e9e0a228,m,55.0,0.0,55.0,0.0,0.3333,255.0,0.0,En Cours,20.00200020002,52.12373740244695,38.05441650778395,0
HC-119,aa15697f,ATA_Nat_07,Boriyouré,ATACORA,Natitingou,P2AE_Cable_HTA,Travaux HTA,ASTER 75mm²,630f858d,m,200.0,0.0,200.0,0.0,0.3333,255.0,0.0,En Cours,20.00200020002,52.12373740244695,38.05441650778395,0
HC-122,47f701e3,ATA_Nat_07,Boriyouré,ATACORA,Natitingou,P2AE_DMT,Travaux HTA,Point Double DMT-CC,a4425df9,U,1.0,0.0,1.0,0.0,0.0833,1.0,0.0,En Cours,20.00200020002,52.12373740244695,38.05441650778395,0
HC-125,9211fce7,ATA_Nat_07,Boriyouré,ATACORA,Natitingou,P2AE_EP,Travaux BT,EP,fbeef696,U,40.0,0.0,40.0,0.0,0.1556,40.0,0.0,En Cours,20.00200020002,52.12373740244695,38.05441650778395,0
HC-128,ba5a771d,ATA_Nat_07,Boriyouré,ATACORA,Natitingou,P2AE_Fouille_BT,Travaux BT,Fouille réseau basse tension,e221b25e,U,57.0,56.0,1.0,0.9824561403508771,0.0467,57.0,0.04588070175438596,En Cours,20.00200020002,52.12373740244695,38.05441650778395,0
HC-127,2868d5de,ATA_Nat_07,Boriyouré,ATACORA,Natitingou,P2AE_Fouille_HTA,Travaux HTA,Fouille réseau haute tension,f03cfc0b,U,14.0,0.0,14.0,0.0,0.0333,14.0,0.0,En Cours,20.00200020002,52.12373740244695,38.05441650778395,0
HC-123,e92ae43c,ATA_Nat_07,Boriyouré,ATACORA,Natitingou,P2AE_IACM,Travaux HTA,IACM,21f4f4d7,U,1.0,0.0,1.0,0.0,0.0833,1.0,0.0,En Cours,20.00200020002,52.12373740244695,38.05441650778395,0
HC-111,f382d4c0,ATA_Nat_07,Boriyouré,ATACORA,Natitingou,P2AE_PBA_BT,Travaux BT,PBA 9A200,2ec17c4d,U,29.0,26.0,3.0,0.896551724137931,0.42,49.0,0.22285714285714286,En Cours,20.00200020002,52.12373740244695,38.05441650778395,0
HC-112,6c745148,ATA_Nat_07,Boriyouré,ATACORA,Natitingou,P2AE_PBA_BT,Travaux BT,PBA 9A650,215ac167,U,15.0,14.0,1.0,0.9333333333333333,0.42,49.0,0.12000000000000001,En Cours,20.00200020002,52.12373740244695,38.05441650778395,0
HC-113,703ee8ad,ATA_Nat_07,Boriyouré,ATACORA,Natitingou,P2AE_PBA_BT,Travaux BT,PBA 9C650,9c6af0a4,U,5.0,4.0,1.0,0.8,0.42,49.0,0.03428571428571429,En Cours,20.00200020002,52.12373740244695,38.05441650778395,0
HC-114,a1207f30,ATA_Nat_07,Boriyouré,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 11A1250,058e9b6a,U,1.0,1.0,0.0,1.0,0.3,15.0,0.02,En Cours,20.00200020002,52.12373740244695,38.05441650778395,0
HC-115,48e94bf8,ATA_Nat_07,Boriyouré,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 12A800,46cfa5f8,U,1.0,1.0,0.0,1.0,0.3,15.0,0.02,En Cours,20.00200020002,52.12373740244695,38.05441650778395,0
HC-116,75c8e317,ATA_Nat_07,Boriyouré,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 13A400,cd39f595,U,7.0,2.0,5.0,0.2857142857142857,0.3,15.0,0.039999999999999994,En Cours,20.00200020002,52.12373740244695,38.05441650778395,0
HC-117,d0a63fec,ATA_Nat_07,Boriyouré,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 13C800,d6344558,U,5.0,5.0,0.0,1.0,0.3,15.0,0.09999999999999999,En Cours,20.00200020002,52.12373740244695,38.05441650778395,0
HC-960,P2AE-OBJ-03b6a931,ATA_Nat_07,Boriyouré,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 11C650,26e8ec03,U,1.0,1.0,0.0,1.0,0.3,15.0,0.02,En Cours,20.00200020002,52.12373740244695,38.05441650778395,0
HC-124,c25ae340,ATA_Nat_07,Boriyouré,ATACORA,Natitingou,P2AE_TFO,Travaux HTA,Transformateur 160 kVA,8ae558c8,U,1.0,0.0,1.0,0.0,0.1667,1.0,0.0,En Cours,20.00200020002,52.12373740244695,38.05441650778395,0
HC-126,e6307f93,ATA_Nat_07,Boriyouré,ATACORA,Natitingou,P2AE_Terre,Travaux BT,Mise à la terre,002f1a3d,U,31.0,0.0,31.0,0.0,0.0667,31.0,0.0,En Cours,20.00200020002,52.12373740244695,38.05441650778395,0
HC-151,e64f8efd,ATA_Nat_09,Dassakaté,ATACORA,Natitingou,P2AE_Cable_BT,Travaux BT,PRC 50mm²,8e6b4946,m,2287.0,1180.0,1107.0,0.5159597726278968,0.3111,2383.0,0.15404867813680237,En Cours,2.6642664266426648,60.114150516275664,34.951101285016414,0
HC-152,557b6470,ATA_Nat_09,Dassakaté,ATACORA,Natitingou,P2AE_Cable_BT,Travaux BT,PRC 70mm²,59dc5a38,m,96.0,0.0,96.0,0.0,0.3111,2383.0,0.0,En Cours,2.6642664266426648,60.114150516275664,34.951101285016414,0
HC-150,66d5f00e,ATA_Nat_09,Dassakaté,ATACORA,Natitingou,P2AE_Cable_HTA,Travaux HTA,ASTER 54mm²,e9e0a228,m,100.0,0.0,100.0,0.0,0.3333,100.0,0.0,En Cours,2.6642664266426648,60.114150516275664,34.951101285016414,0
HC-153,2012a6d1,ATA_Nat_09,Dassakaté,ATACORA,Natitingou,P2AE_DMT,Travaux HTA,Point Double DMT-CC,a4425df9,U,1.0,0.0,1.0,0.0,0.0833,1.0,0.0,En Cours,2.6642664266426648,60.114150516275664,34.951101285016414,0
HC-156,82995b9a,ATA_Nat_09,Dassakaté,ATACORA,Natitingou,P2AE_EP,Travaux BT,EP,fbeef696,U,26.0,0.0,26.0,0.0,0.1556,26.0,0.0,En Cours,2.6642664266426648,60.114150516275664,34.951101285016414,0
HC-159,3d70fcd3,ATA_Nat_09,Dassakaté,ATACORA,Natitingou,P2AE_Fouille_BT,Travaux BT,Fouille réseau basse tension,e221b25e,U,51.0,48.0,3.0,0.9411764705882353,0.0467,51.0,0.043952941176470584,En Cours,2.6642664266426648,60.114150516275664,34.951101285016414,0
HC-158,d242b7f0,ATA_Nat_09,Dassakaté,ATACORA,Natitingou,P2AE_Fouille_HTA,Travaux HTA,Fouille réseau haute tension,f03cfc0b,U,5.0,4.0,1.0,0.8,0.0333,5.0,0.026640000000000004,En Cours,2.6642664266426648,60.114150516275664,34.951101285016414,0
HC-154,9e4573a2,ATA_Nat_09,Dassakaté,ATACORA,Natitingou,P2AE_IACM,Travaux HTA,IACM,21f4f4d7,U,1.0,0.0,1.0,0.0,0.0833,1.0,0.0,En Cours,2.6642664266426648,60.114150516275664,34.951101285016414,0
HC-145,b57da4fe,ATA_Nat_09,Dassakaté,ATACORA,Natitingou,P2AE_PBA_BT,Travaux BT,PBA 9A200,2ec17c4d,U,18.0,16.0,2.0,0.8888888888888888,0.42,50.0,0.1344,En Cours,2.6642664266426648,60.114150516275664,34.951101285016414,0
HC-146,7ec5fb34,ATA_Nat_09,Dassakaté,ATACORA,Natitingou,P2AE_PBA_BT,Travaux BT,PBA 9A650,215ac167,U,30.0,32.0,0.0,1.0,0.42,50.0,0.252,En Cours,2.6642664266426648,60.114150516275664,34.951101285016414,0
HC-147,b7e33abe,ATA_Nat_09,Dassakaté,ATACORA,Natitingou,P2AE_PBA_BT,Travaux BT,PBA 9C650,9c6af0a4,U,2.0,2.0,0.0,1.0,0.42,50.0,0.0168,En Cours,2.6642664266426648,60.114150516275664,34.951101285016414,0
HC-148,ce84a0e1,ATA_Nat_09,Dassakaté,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 11A1250,058e9b6a,U,1.0,0.0,1.0,0.0,0.3,6.0,0.0,En Cours,2.6642664266426648,60.114150516275664,34.951101285016414,0
HC-149,1600e955,ATA_Nat_09,Dassakaté,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 12A800,46cfa5f8,U,4.0,0.0,4.0,0.0,0.3,6.0,0.0,En Cours,2.6642664266426648,60.114150516275664,34.951101285016414,0
HC-958,P2AE-OBJ-edd4f5b2,ATA_Nat_09,Dassakaté,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 11C650,26e8ec03,U,1.0,0.0,1.0,0.0,0.3,6.0,0.0,En Cours,2.6642664266426648,60.114150516275664,34.951101285016414,0
HC-155,cd1069f0,ATA_Nat_09,Dassakaté,ATACORA,Natitingou,P2AE_TFO,Travaux HTA,Transformateur 160 kVA,8ae558c8,U,1.0,0.0,1.0,0.0,0.1667,1.0,0.0,En Cours,2.6642664266426648,60.114150516275664,34.951101285016414,0
HC-157,2954c668,ATA_Nat_09,Dassakaté,ATACORA,Natitingou,P2AE_Terre,Travaux BT,Mise à la terre,002f1a3d,U,22.0,0.0,22.0,0.0,0.0667,22.0,0.0,En Cours,2.6642664266426648,60.114150516275664,34.951101285016414,0
HC-67,e8192e4b,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_Cable_BT,Travaux BT,PRC 50mm²,8e6b4946,m,5050.0,3764.0,1286.0,0.7453465346534653,0.3111,6416.0,0.18250941396508727,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,0
HC-68,fde5e43f,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_Cable_BT,Travaux BT,PRC 70mm²,59dc5a38,m,1366.0,1317.0,49.0,0.9641288433382138,0.3111,6416.0,0.06385889962593516,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,0
HC-66,c7cc9d4f,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_Cable_HTA,Travaux HTA,ASTER 54mm²,e9e0a228,m,330.0,383.0,0.0,1.0,0.3333,330.0,0.3333,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,0
HC-69,7c9aa6d9,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_DMT,Travaux HTA,Point Double DMT-CC,a4425df9,U,1.0,0.0,1.0,0.0,0.0833,1.0,0.0,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,0
HC-72,bf37d19e,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_EP,Travaux BT,EP,fbeef696,U,78.0,0.0,78.0,0.0,0.1556,78.0,0.0,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,0
HC-75,e8552acf,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_Fouille_BT,Travaux BT,Fouille réseau basse tension,e221b25e,U,166.0,160.0,6.0,0.963855421686747,0.0467,166.0,0.04501204819277108,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,0
HC-74,603ad3ca,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_Fouille_HTA,Travaux HTA,Fouille réseau haute tension,f03cfc0b,U,11.0,8.0,3.0,0.7272727272727273,0.0333,11.0,0.024218181818181823,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,0
HC-70,1c107945,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_IACM,Travaux HTA,IACM,21f4f4d7,U,1.0,0.0,1.0,0.0,0.0833,1.0,0.0,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,0
HC-57,c3c0b257,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_PBA_BT,Travaux BT,PBA 11C650,29ef61f5,U,4.0,3.0,1.0,0.75,0.42,165.0,0.0076363636363636364,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,0
HC-58,080fae9d,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_PBA_BT,Travaux BT,PBA 9A200,2ec17c4d,U,93.0,81.0,12.0,0.8709677419354839,0.42,165.0,0.20618181818181816,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,0
HC-59,bd034300,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_PBA_BT,Travaux BT,PBA 9A650,215ac167,U,61.0,64.0,0.0,1.0,0.42,165.0,0.15527272727272726,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,0
HC-60,ae93e567,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_PBA_BT,Travaux BT,PBA 9C650,9c6af0a4,U,6.0,5.0,1.0,0.8333333333333334,0.42,165.0,0.012727272727272726,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,0
HC-61,44a3e172,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_PBA_BT,Travaux BT,PBA 9C800,526229bb,U,1.0,0.0,1.0,0.0,0.42,165.0,0.0,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,0
HC-62,58cd4f6b,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 11A1250,058e9b6a,U,1.0,1.0,0.0,1.0,0.3,12.0,0.024999999999999998,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,1
HC-63,76f3a49a,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 12A800,46cfa5f8,U,1.0,0.0,1.0,0.0,0.3,12.0,0.0,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,1
HC-64,b4d71117,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 13A400,cd39f595,U,2.0,2.0,0.0,1.0,0.3,12.0,0.049999999999999996,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,1
HC-65,9a98312d,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 13C800,d6344558,U,7.0,7.0,0.0,1.0,0.3,12.0,0.17500000000000002,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,1
HC-964,P2AE-OBJ-b20de8ad,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 11C650,26e8ec03,U,1.0,1.0,0.0,1.0,0.3,12.0,0.024999999999999998,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,1
HC-71,14ca8f63,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_TFO,Travaux HTA,Transformateur 160 kVA,8ae558c8,U,1.0,0.0,1.0,0.0,0.1667,1.0,0.0,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,0
HC-73,c0c5c760,ATA_Nat_04,Kantaborifa,ATACORA,Natitingou,P2AE_Terre,Travaux BT,Mise à la terre,002f1a3d,U,53.0,9.0,44.0,0.16981132075471697,0.0667,53.0,0.01132641509433962,En Cours,63.25814399621778,68.44565130450103,66.17352310347297,0
HC-193,eff2181b,ATA_Nat_12,Kantchagoutamou,ATACORA,Natitingou,P2AE_Cable_BT,Travaux BT,PRC 50mm²,8e6b4946,m,850.0,543.0,307.0,0.6388235294117647,0.3111,3350.0,0.05042605970149253,En Cours,46.22829854414012,50.11965703991724,48.41524201876686,0
HC-194,51906f15,ATA_Nat_12,Kantchagoutamou,ATACORA,Natitingou,P2AE_Cable_BT,Travaux BT,PRC 70mm²,59dc5a38,m,2500.0,616.0,1884.0,0.2464,0.3111,3350.0,0.05720525373134328,En Cours,46.22829854414012,50.11965703991724,48.41524201876686,0
HC-192,1619047d,ATA_Nat_12,Kantchagoutamou,ATACORA,Natitingou,P2AE_Cable_HTA,Travaux HTA,ASTER 54mm²,e9e0a228,m,1000.0,108.0,892.0,0.108,0.3333,1000.0,0.0359964,En Cours,46.22829854414012,50.11965703991724,48.41524201876686,0
HC-195,51986f15,ATA_Nat_12,Kantchagoutamou,ATACORA,Natitingou,P2AE_DMT,Travaux HTA,Point Double DMT-CC,a4425df9,U,2.0,2.0,0.0,1.0,0.0833,2.0,0.0833,En Cours,46.22829854414012,50.11965703991724,48.41524201876686,0
HC-198,f2a82435,ATA_Nat_12,Kantchagoutamou,ATACORA,Natitingou,P2AE_EP,Travaux BT,EP,fbeef696,U,32.0,0.0,32.0,0.0,0.1556,32.0,0.0,En Cours,46.22829854414012,50.11965703991724,48.41524201876686,0
HC-201,5db8a7cb,ATA_Nat_12,Kantchagoutamou,ATACORA,Natitingou,P2AE_Fouille_BT,Travaux BT,Fouille réseau basse tension,e221b25e,U,35.0,29.0,6.0,0.8285714285714286,0.0467,35.0,0.038694285714285716,En Cours,46.22829854414012,50.11965703991724,48.41524201876686,0
HC-200,397752c4,ATA_Nat_12,Kantchagoutamou,ATACORA,Natitingou,P2AE_Fouille_HTA,Travaux HTA,Fouille réseau haute tension,f03cfc0b,U,40.0,23.0,17.0,0.575,0.0333,40.0,0.0191475,En Cours,46.22829854414012,50.11965703991724,48.41524201876686,0
HC-196,df5aa2f2,ATA_Nat_12,Kantchagoutamou,ATACORA,Natitingou,P2AE_IACM,Travaux HTA,IACM,21f4f4d7,U,2.0,2.0,0.0,1.0,0.0833,2.0,0.0833,En Cours,46.22829854414012,50.11965703991724,48.41524201876686,0
HC-185,36e0f8df,ATA_Nat_12,Kantchagoutamou,ATACORA,Natitingou,P2AE_PBA_BT,Travaux BT,PBA 9A200,2ec17c4d,U,11.0,11.0,0.0,1.0,0.42,33.0,0.13999999999999999,En Cours,46.22829854414012,50.11965703991724,48.41524201876686,0
HC-186,164a8406,ATA_Nat_12,Kantchagoutamou,ATACORA,Natitingou,P2AE_PBA_BT,Travaux BT,PBA 9A650,215ac167,U,20.0,13.0,7.0,0.65,0.42,33.0,0.16545454545454547,En Cours,46.22829854414012,50.11965703991724,48.41524201876686,0
HC-187,6ea94e28,ATA_Nat_12,Kantchagoutamou,ATACORA,Natitingou,P2AE_PBA_BT,Travaux BT,PBA 9C650,9c6af0a4,U,2.0,2.0,0.0,1.0,0.42,33.0,0.025454545454545455,En Cours,46.22829854414012,50.11965703991724,48.41524201876686,0
HC-188,adead9ca,ATA_Nat_12,Kantchagoutamou,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 11A1250,058e9b6a,U,2.0,2.0,0.0,1.0,0.3,42.0,0.014285714285714284,En Cours,46.22829854414012,50.11965703991724,48.41524201876686,0
HC-189,ed0aab42,ATA_Nat_12,Kantchagoutamou,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 12A800,46cfa5f8,U,12.0,2.0,10.0,0.16666666666666666,0.3,42.0,0.014285714285714284,En Cours,46.22829854414012,50.11965703991724,48.41524201876686,0
HC-190,86536b75,ATA_Nat_12,Kantchagoutamou,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 13A400,cd39f595,U,15.0,7.0,8.0,0.4666666666666667,0.3,42.0,0.049999999999999996,En Cours,46.22829854414012,50.11965703991724,48.41524201876686,0
HC-191,e71d9ea4,ATA_Nat_12,Kantchagoutamou,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 13C800,d6344558,U,11.0,9.0,2.0,0.8181818181818182,0.3,42.0,0.0642857142857143,En Cours,46.22829854414012,50.11965703991724,48.41524201876686,0
HC-959,P2AE-OBJ-36886d67,ATA_Nat_12,Kantchagoutamou,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 11C650,26e8ec03,U,2.0,2.0,0.0,1.0,0.3,42.0,0.014285714285714284,En Cours,46.22829854414012,50.11965703991724,48.41524201876686,0
HC-197,4dcdae7b,ATA_Nat_12,Kantchagoutamou,ATACORA,Natitingou,P2AE_TFO,Travaux HTA,Transformateur 160 kVA,8ae558c8,U,2.0,1.0,1.0,0.5,0.1667,2.0,0.08335,En Cours,46.22829854414012,50.11965703991724,48.41524201876686,0
HC-199,20e9d511,ATA_Nat_12,Kantchagoutamou,ATACORA,Natitingou,P2AE_Terre,Travaux BT,Mise à la terre,002f1a3d,U,25.0,9.0,16.0,0.36,0.0667,25.0,0.024012,En Cours,46.22829854414012,50.11965703991724,48.41524201876686,0
HC-11,e2b7b307,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_Cable_BT,Travaux BT,PRC 50mm²,8e6b4946,m,5080.0,3499.0,1581.0,0.6887795275590551,0.3111,7680.0,0.1417368359375,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
HC-12,4de0fea1,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_Cable_BT,Travaux BT,PRC 70mm²,59dc5a38,m,2600.0,0.0,2600.0,0.0,0.3111,7680.0,0.0,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
HC-10,6f531d60,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_Cable_HTA,Travaux HTA,ASTER 54mm²,e9e0a228,m,330.0,236.63,93.37,0.7170606060606061,0.3333,330.0,0.2389963,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
HC-13,c6dc8cba,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_DMT,Travaux HTA,Point Double DMT-CC,a4425df9,U,1.0,1.0,0.0,1.0,0.0833,1.0,0.0833,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
HC-16,68f7a4c9,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_EP,Travaux BT,EP,fbeef696,U,94.0,0.0,94.0,0.0,0.1556,94.0,0.0,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
HC-19,9d0c29d7,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_Fouille_BT,Travaux BT,Fouille réseau basse tension,e221b25e,U,159.0,160.0,0.0,1.0,0.0467,159.0,0.0467,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
HC-18,27abf68c,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_Fouille_HTA,Travaux HTA,Fouille réseau haute tension,f03cfc0b,U,31.0,31.0,0.0,1.0,0.0333,31.0,0.0333,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
HC-14,f4d44e61,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_IACM,Travaux HTA,IACM,21f4f4d7,U,1.0,1.0,0.0,1.0,0.0833,1.0,0.0833,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
HC-1,1494a260,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_PBA_BT,Travaux BT,PBA 11C650,29ef61f5,U,2.0,2.0,0.0,1.0,0.42,158.0,0.005316455696202532,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
HC-2,add9a08b,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_PBA_BT,Travaux BT,PBA 9A200,2ec17c4d,U,80.0,79.0,1.0,0.9875,0.42,158.0,0.21000000000000002,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
HC-3,f7e22a73,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_PBA_BT,Travaux BT,PBA 9A650,215ac167,U,59.0,60.0,0.0,1.0,0.42,158.0,0.15683544303797467,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
HC-4,9daac817,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_PBA_BT,Travaux BT,PBA 9C650,9c6af0a4,U,16.0,16.0,0.0,1.0,0.42,158.0,0.042531645569620254,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
HC-5,d32b7c73,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_PBA_BT,Travaux BT,PBA 9C800,526229bb,U,1.0,1.0,0.0,1.0,0.42,158.0,0.002658227848101266,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
HC-6,7ca220cf,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 11A1250,058e9b6a,U,1.0,1.0,0.0,1.0,0.3,32.0,0.009375,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
HC-7,f25d8a31,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 12A800,46cfa5f8,U,1.0,1.0,0.0,1.0,0.3,32.0,0.009375,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
HC-8,f44df385,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 13A400,cd39f595,U,16.0,10.0,6.0,0.625,0.3,32.0,0.09375,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
HC-9,2c9bad34,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 13C800,d6344558,U,13.0,9.0,4.0,0.6923076923076923,0.3,32.0,0.08437499999999999,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
HC-956,P2AE-OBJ-e36effe8,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_PBA_HTA,Travaux HTA,PBA 11C650,26e8ec03,U,1.0,0.0,1.0,0.0,0.3,32.0,0.0,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
HC-15,5d1b86a4,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_TFO,Travaux HTA,Transformateur 160 kVA,8ae558c8,U,1.0,0.0,1.0,0.0,0.1667,1.0,0.0,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
HC-17,98c61d8c,ATA_Nat_01,Kotopounga,ATACORA,Natitingou,P2AE_Terre,Travaux BT,Mise à la terre,002f1a3d,U,62.0,0.0,62.0,0.0,0.0667,62.0,0.0,En Cours,63.583488348834884,60.571803628577,61.89092153604996,0
