ID_Helper,ID_Objectif,ID_Localite,Localite,Departement,Commune,ID_Tache,Categorie,Designation,ID_Materiel,Unite,Qte_Prevue,Qte_Realisee,Quantite_Restante,Taux_Realisation,Poids,Qte_Prevue_Total,Avancement_Pondere,Statut,Avancement_HTA_Localite_pct,Avancement_BT_Localite_pct,Avancement_Global_Localite_pct,Nb_Anomalies_Signalees
HC-781,6d898f41,BOR_Par_05,Bahmora,BORGOU,Parakou,P2AE_PBA_BT,Travaux BT,PBA 9A650,215ac167,U,132.0,130.0,2.0,0.9848484848484849,0.42,409.0,0.1334963325183374,En Cours,31.533153315331536,46.289292902314216,39.826103763215805,0
HC-782,746a34ce,BOR_Par_05,Bahmora,BORGOU,Parakou,P2AE_PBA_BT,Travaux BT,PBA 9C650,9c6af0a4,U,17.0,17.0,0.0,1.0,0.42,409.0,0.017457212713936427,En Cours,31.533153315331536,46.289292902314216,39.826103763215805,0
HC-783,3ca71575,BOR_Par_05,Bahmora,BORGOU,Parakou,P2AE_PBA_BT,Travaux BT,PBA 9C800,526229bb,U,1.0,0.0,1.0,0.0,0.42,409.0,0.0,En Cours,31.533153315331536,46.289292902314216,39.826103763215805,0
HC-784,157f4e0c,BOR_Par_05,Bahmora,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 11A1250,058e9b6a,U,3.0,3.0,0.0,1.0,0.3,50.0,0.018,En Cours,31.533153315331536,46.289292902314216,39.826103763215805,0
HC-785,9c29f0bc,BOR_Par_05,Bahmora,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 12A800,46cfa5f8,U,4.0,3.0,1.0,0.75,0.3,50.0,0.018,En Cours,31.533153315331536,46.289292902314216,39.826103763215805,0
HC-786,3ecd0be7,BOR_Par_05,Bahmora,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 13A400,cd39f595,U,26.0,26.0,0.0,1.0,0.3,50.0,0.156,En Cours,31.533153315331536,46.289292902314216,39.826103763215805,0
HC-787,7a7232fd,BOR_Par_05,Bahmora,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 13C800,d6344558,U,14.0,12.0,2.0,0.8571428571428571,0.3,50.0,0.072,En Cours,31.533153315331536,46.289292902314216,39.826103763215805,0
HC-969,P2AE-OBJ-9d9f171a,BOR_Par_05,Bahmora,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 11C650,26e8ec03,U,3.0,3.0,0.0,1.0,0.3,50.0,0.018,En Cours,31.533153315331536,46.289292902314216,39.826103763215805,0
HC-794,79190c7d,BOR_Par_05,Bahmora,BORGOU,Parakou,P2AE_TFO,Travaux HTA,Transformateur 160 kVA,8ae558c8,U,3.0,0.0,3.0,0.0,0.1667,3.0,0.0,En Cours,31.533153315331536,46.289292902314216,39.826103763215805,0
HC-796,955c6d5f,BOR_Par_05,Bahmora,BORGOU,Parakou,P2AE_Terre,Travaux BT,Mise à la terre,002f1a3d,U,126.0,0.0,126.0,0.0,0.0667,126.0,0.0,En Cours,31.533153315331536,46.289292902314216,39.826103763215805,0
HC-732,912e4b06,BOR_Par_02,Banikani-Rose-croix,BORGOU,Parakou,P2AE_Cable_BT,Travaux BT,PRC 50mm²,8e6b4946,m,13850.0,0.0,13850.0,0.0,0.3111,20850.0,0.0,En Cours,21.252125212521246,42.007665696667765,32.91673896461159,0
HC-733,effa4d16,BOR_Par_02,Banikani-Rose-croix,BORGOU,Parakou,P2AE_Cable_BT,Travaux BT,PRC 70mm²,59dc5a38,m,7000.0,0.0,7000.0,0.0,0.3111,20850.0,0.0,En Cours,21.252125212521246,42.007665696667765,32.91673896461159,0
HC-731,9b6c73b6,BOR_Par_02,Banikani-Rose-croix,BORGOU,Parakou,P2AE_Cable_HTA,Travaux HTA,ASTER 54mm²,e9e0a228,m,720.0,0.0,720.0,0.0,0.3333,720.0,0.0,En Cours,21.252125212521246,42.007665696667765,32.91673896461159,0
HC-734,34b184cc,BOR_Par_02,Banikani-Rose-croix,BORGOU,Parakou,P2AE_DMT,Travaux HTA,Point Double DMT-CC,a4425df9,U,2.0,0.0,2.0,0.0,0.0833,2.0,0.0,En Cours,21.252125212521246,42.007665696667765,32.91673896461159,0
HC-737,81668c5f,BOR_Par_02,Banikani-Rose-croix,BORGOU,Parakou,P2AE_EP,Travaux BT,EP,fbeef696,U,119.0,0.0,119.0,0.0,0.1556,119.0,0.0,En Cours,21.252125212521246,42.007665696667765,32.91673896461159,0
HC-740,92d9fd75,BOR_Par_02,Banikani-Rose-croix,BORGOU,Parakou,P2AE_Fouille_BT,Travaux BT,Fouille réseau basse tension,e221b25e,U,372.0,227.0,145.0,0.6102150537634409,0.0467,372.0,0.028497043010752687,En Cours,21.252125212521246,42.007665696667765,32.91673896461159,0
HC-739,7b919569,BOR_Par_02,Banikani-Rose-croix,BORGOU,Parakou,P2AE_Fouille_HTA,Travaux HTA,Fouille réseau haute tension,f03cfc0b,U,22.0,0.0,22.0,0.0,0.0333,22.0,0.0,En Cours,21.252125212521246,42.007665696667765,32.91673896461159,0
HC-735,86fdb04f,BOR_Par_02,Banikani-Rose-croix,BORGOU,Parakou,P2AE_IACM,Travaux HTA,IACM,21f4f4d7,U,2.0,0.0,2.0,0.0,0.0833,2.0,0.0,En Cours,21.252125212521246,42.007665696667765,32.91673896461159,0
HC-723,1a0ec717,BOR_Par_02,Banikani-Rose-croix,BORGOU,Parakou,P2AE_PBA_BT,Travaux BT,PBA 9A200,2ec17c4d,U,229.0,216.0,13.0,0.9432314410480349,0.42,370.0,0.2451891891891892,En Cours,21.252125212521246,42.007665696667765,32.91673896461159,0
HC-724,9a4f792a,BOR_Par_02,Banikani-Rose-croix,BORGOU,Parakou,P2AE_PBA_BT,Travaux BT,PBA 9A650,215ac167,U,126.0,115.0,11.0,0.9126984126984127,0.42,370.0,0.13054054054054054,En Cours,21.252125212521246,42.007665696667765,32.91673896461159,0
HC-725,200c96ef,BOR_Par_02,Banikani-Rose-croix,BORGOU,Parakou,P2AE_PBA_BT,Travaux BT,PBA 9C650,9c6af0a4,U,15.0,14.0,1.0,0.9333333333333333,0.42,370.0,0.015891891891891892,En Cours,21.252125212521246,42.007665696667765,32.91673896461159,0
HC-726,7637eb98,BOR_Par_02,Banikani-Rose-croix,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 11A1250,058e9b6a,U,2.0,1.0,1.0,0.5,0.3,24.0,0.012499999999999999,En Cours,21.252125212521246,42.007665696667765,32.91673896461159,0
HC-727,de3d3c17,BOR_Par_02,Banikani-Rose-croix,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 12A800,46cfa5f8,U,1.0,1.0,0.0,1.0,0.3,24.0,0.012499999999999999,En Cours,21.252125212521246,42.007665696667765,32.91673896461159,0
HC-728,33e4c3ea,BOR_Par_02,Banikani-Rose-croix,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 13A400,cd39f595,U,11.0,9.0,2.0,0.8181818181818182,0.3,24.0,0.11249999999999999,En Cours,21.252125212521246,42.007665696667765,32.91673896461159,0
HC-729,5d8db428,BOR_Par_02,Banikani-Rose-croix,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 13C1250,50dc40e9,U,1.0,0.0,1.0,0.0,0.3,24.0,0.0,En Cours,21.252125212521246,42.007665696667765,32.91673896461159,0
HC-730,1abae342,BOR_Par_02,Banikani-Rose-croix,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 13C800,d6344558,U,7.0,6.0,1.0,0.8571428571428571,0.3,24.0,0.075,En Cours,21.252125212521246,42.007665696667765,32.91673896461159,0
HC-970,P2AE-OBJ-0a96d740,BOR_Par_02,Banikani-Rose-croix,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 11C650,26e8ec03,U,2.0,0.0,2.0,0.0,0.3,24.0,0.0,En Cours,21.252125212521246,42.007665696667765,32.91673896461159,0
HC-736,de4a78fd,BOR_Par_02,Banikani-Rose-croix,BORGOU,Parakou,P2AE_TFO,Travaux HTA,Transformateur 160 kVA,8ae558c8,U,2.0,0.0,2.0,0.0,0.1667,2.0,0.0,En Cours,21.252125212521246,42.007665696667765,32.91673896461159,0
HC-738,6a5db012,BOR_Par_02,Banikani-Rose-croix,BORGOU,Parakou,P2AE_Terre,Travaux BT,Mise à la terre,002f1a3d,U,102.0,0.0,102.0,0.0,0.0667,102.0,0.0,En Cours,21.252125212521246,42.007665696667765,32.91673896461159,0
HC-932,758bf13d,BOR_Tcha_04,Barérou,BORGOU,Tchaourou,P2AE_Cable_BT,Travaux BT,PRC 50mm²,8e6b4946,m,1133.0,1112.0,21.0,0.9814651368049426,0.3111,1324.0,0.26128640483383686,En Cours,0.0,72.79136134724897,40.90874507715392,0
HC-933,755b0540,BOR_Tcha_04,Barérou,BORGOU,Tchaourou,P2AE_Cable_BT,Travaux BT,PRC 70mm²,59dc5a38,m,191.0,0.0,191.0,0.0,0.3111,1324.0,0.0,En Cours,0.0,72.79136134724897,40.90874507715392,0
HC-934,992b3bfd,BOR_Tcha_04,Barérou,BORGOU,Tchaourou,P2AE_EP,Travaux BT,EP,fbeef696,U,13.0,0.0,13.0,0.0,0.1556,13.0,0.0,En Cours,0.0,72.79136134724897,40.90874507715392,0
HC-937,ff3f3493,BOR_Tcha_04,Barérou,BORGOU,Tchaourou,P2AE_Fouille_BT,Travaux BT,Fouille réseau basse tension,e221b25e,U,25.0,27.0,0.0,1.0,0.0467,25.0,0.0467,En Cours,0.0,72.79136134724897,40.90874507715392,0
HC-936,5990b71c,BOR_Tcha_04,Barérou,BORGOU,Tchaourou,P2AE_Fouille_HTA,Travaux HTA,Fouille réseau haute tension,f03cfc0b,U,3.0,0.0,3.0,0.0,0.0333,3.0,0.0,En Cours,0.0,72.79136134724897,40.90874507715392,0
HC-927,55bc03aa,BOR_Tcha_04,Barérou,BORGOU,Tchaourou,P2AE_PBA_BT,Travaux BT,PBA 9A200,2ec17c4d,U,12.0,12.0,0.0,1.0,0.42,25.0,0.20159999999999997,En Cours,0.0,72.79136134724897,40.90874507715392,0
HC-928,a096ac30,BOR_Tcha_04,Barérou,BORGOU,Tchaourou,P2AE_PBA_BT,Travaux BT,PBA 9A650,215ac167,U,10.0,10.0,0.0,1.0,0.42,25.0,0.168,En Cours,0.0,72.79136134724897,40.90874507715392,0
HC-929,bbc22fec,BOR_Tcha_04,Barérou,BORGOU,Tchaourou,P2AE_PBA_BT,Travaux BT,PBA 9C650,9c6af0a4,U,3.0,3.0,0.0,1.0,0.42,25.0,0.05039999999999999,En Cours,0.0,72.79136134724897,40.90874507715392,0
HC-930,1083c9ba,BOR_Tcha_04,Barérou,BORGOU,Tchaourou,P2AE_PBA_HTA,Travaux HTA,PBA 13A400,cd39f595,U,2.0,0.0,2.0,0.0,0.3,3.0,0.0,En Cours,0.0,72.79136134724897,40.90874507715392,0
HC-931,af84c445,BOR_Tcha_04,Barérou,BORGOU,Tchaourou,P2AE_PBA_HTA,Travaux HTA,PBA 13C800,d6344558,U,1.0,0.0,1.0,0.0,0.3,3.0,0.0,En Cours,0.0,72.79136134724897,40.90874507715392,0
HC-935,71a159b7,BOR_Tcha_04,Barérou,BORGOU,Tchaourou,P2AE_Terre,Travaux BT,Mise à la terre,002f1a3d,U,10.0,0.0,10.0,0.0,0.0667,10.0,0.0,En Cours,0.0,72.79136134724897,40.90874507715392,0
HC-808,22650bd9,BOR_Par_06,Bawé,BORGOU,Parakou,P2AE_Cable_BT,Travaux BT,PRC 50mm²,8e6b4946,m,12860.0,0.0,12860.0,0.0,0.3111,18630.0,0.0,En Cours,15.371010785289055,46.665333466653344,32.958420132215785,0
HC-809,296k79892,BOR_Par_06,Bawé,BORGOU,Parakou,P2AE_Cable_BT,Travaux BT,PRC 70mm²,59dc5a38,m,5770.0,0.0,5770.0,0.0,0.3111,18630.0,0.0,En Cours,15.371010785289055,46.665333466653344,32.958420132215785,0
HC-806,dc0d2840,BOR_Par_06,Bawé,BORGOU,Parakou,P2AE_Cable_HTA,Travaux HTA,ASTER 54mm²,e9e0a228,m,790.0,0.0,790.0,0.0,0.3333,2275.0,0.0,En Cours,15.371010785289055,46.665333466653344,32.958420132215785,0
HC-807,9cdf8375,BOR_Par_06,Bawé,BORGOU,Parakou,P2AE_Cable_HTA,Travaux HTA,ASTER 75mm²,630f858d,m,1485.0,0.0,1485.0,0.0,0.3333,2275.0,0.0,En Cours,15.371010785289055,46.665333466653344,32.958420132215785,0
HC-810,41e0e195,BOR_Par_06,Bawé,BORGOU,Parakou,P2AE_DMT,Travaux HTA,Point Double DMT-CC,a4425df9,U,3.0,0.0,3.0,0.0,0.0833,3.0,0.0,En Cours,15.371010785289055,46.665333466653344,32.958420132215785,0
HC-813,9a496e0d,BOR_Par_06,Bawé,BORGOU,Parakou,P2AE_EP,Travaux BT,EP,fbeef696,U,171.0,0.0,171.0,0.0,0.1556,171.0,0.0,En Cours,15.371010785289055,46.665333466653344,32.958420132215785,0
HC-816,954ff139,BOR_Par_06,Bawé,BORGOU,Parakou,P2AE_Fouille_BT,Travaux BT,Fouille réseau basse tension,e221b25e,U,454.0,481.0,0.0,1.0,0.0467,454.0,0.0467,En Cours,15.371010785289055,46.665333466653344,32.958420132215785,0
HC-815,67cd6881,BOR_Par_06,Bawé,BORGOU,Parakou,P2AE_Fouille_HTA,Travaux HTA,Fouille réseau haute tension,f03cfc0b,U,57.0,32.0,25.0,0.5614035087719298,0.0333,57.0,0.018694736842105264,En Cours,15.371010785289055,46.665333466653344,32.958420132215785,0
HC-811,20ee5d08,BOR_Par_06,Bawé,BORGOU,Parakou,P2AE_IACM,Travaux HTA,IACM,21f4f4d7,U,3.0,0.0,3.0,0.0,0.0833,3.0,0.0,En Cours,15.371010785289055,46.665333466653344,32.958420132215785,0
HC-799,7d3729b3,BOR_Par_06,Bawé,BORGOU,Parakou,P2AE_PBA_BT,Travaux BT,PBA 9A200,2ec17c4d,U,217.0,228.0,0.0,1.0,0.42,460.0,0.1981304347826087,En Cours,15.371010785289055,46.665333466653344,32.958420132215785,0
HC-800,d58d54da,BOR_Par_06,Bawé,BORGOU,Parakou,P2AE_PBA_BT,Travaux BT,PBA 9A650,215ac167,U,184.0,191.0,0.0,1.0,0.42,460.0,0.168,En Cours,15.371010785289055,46.665333466653344,32.958420132215785,0
HC-801,e15ee0b1,BOR_Par_06,Bawé,BORGOU,Parakou,P2AE_PBA_BT,Travaux BT,PBA 9C650,9c6af0a4,U,59.0,62.0,0.0,1.0,0.42,460.0,0.05386956521739131,En Cours,15.371010785289055,46.665333466653344,32.958420132215785,0
HC-802,bbe7f1d1,BOR_Par_06,Bawé,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 11A1250,058e9b6a,U,3.0,2.0,1.0,0.6666666666666666,0.3,60.0,0.01,En Cours,15.371010785289055,46.665333466653344,32.958420132215785,1
HC-803,205134bf,BOR_Par_06,Bawé,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 12A800,46cfa5f8,U,3.0,2.0,1.0,0.6666666666666666,0.3,60.0,0.01,En Cours,15.371010785289055,46.665333466653344,32.958420132215785,1
HC-804,205f134bf,BOR_Par_06,Bawé,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 13A400,cd39f595,U,25.0,12.0,13.0,0.48,0.3,60.0,0.06,En Cours,15.371010785289055,46.665333466653344,32.958420132215785,1
HC-805,1652a548,BOR_Par_06,Bawé,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 13C800,d6344558,U,26.0,10.0,16.0,0.38461538461538464,0.3,60.0,0.05,En Cours,15.371010785289055,46.665333466653344,32.958420132215785,1
HC-971,P2AE-OBJ-0206d066,BOR_Par_06,Bawé,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 11C650,26e8ec03,U,3.0,1.0,2.0,0.3333333333333333,0.3,60.0,0.005,En Cours,15.371010785289055,46.665333466653344,32.958420132215785,1
HC-812,27d331ec,BOR_Par_06,Bawé,BORGOU,Parakou,P2AE_TFO,Travaux HTA,Transformateur 160 kVA,8ae558c8,U,3.0,0.0,3.0,0.0,0.1667,3.0,0.0,En Cours,15.371010785289055,46.665333466653344,32.958420132215785,0
HC-814,38f9cfe4,BOR_Par_06,Bawé,BORGOU,Parakou,P2AE_Terre,Travaux BT,Mise à la terre,002f1a3d,U,114.0,0.0,114.0,0.0,0.0667,114.0,0.0,En Cours,15.371010785289055,46.665333466653344,32.958420132215785,0
HC-770,ac110117,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_Cable_BT,Travaux BT,PRC 50mm²,8e6b4946,m,16330.0,0.0,16330.0,0.0,0.3111,25192.0,0.0,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-771,1a49aa89,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_Cable_BT,Travaux BT,PRC 70mm²,59dc5a38,m,8862.0,0.0,8862.0,0.0,0.3111,25192.0,0.0,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-768,26260348o,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_Cable_HTA,Travaux HTA,ASTER 54mm²,e9e0a228,m,957.0,0.0,957.0,0.0,0.3333,2987.0,0.0,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-769,22c05b2e,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_Cable_HTA,Travaux HTA,ASTER 75mm²,630f858d,m,2030.0,0.0,2030.0,0.0,0.3333,2987.0,0.0,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-772,3fb88553,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_DMT,Travaux HTA,Point Double DMT-CC,a4425df9,U,4.0,0.0,4.0,0.0,0.0833,4.0,0.0,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-775,cbdc8e74,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_EP,Travaux BT,EP,fbeef696,U,167.0,0.0,167.0,0.0,0.1556,167.0,0.0,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-778,419ae2a6,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_Fouille_BT,Travaux BT,Fouille réseau basse tension,e221b25e,U,607.0,459.0,148.0,0.7561779242174629,0.0467,607.0,0.03531350906095552,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-777,79b4008c,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_Fouille_HTA,Travaux HTA,Fouille réseau haute tension,f03cfc0b,U,60.0,74.0,0.0,1.0,0.0333,60.0,0.0333,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-773,43130f43,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_IACM,Travaux HTA,IACM,21f4f4d7,U,4.0,0.0,4.0,0.0,0.0833,4.0,0.0,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-758,7e8660c1,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_PBA_BT,Travaux BT,PBA 11C650,29ef61f5,U,20.0,18.0,2.0,0.9,0.42,528.0,0.014318181818181818,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-759,9efe5442,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_PBA_BT,Travaux BT,PBA 9A200,2ec17c4d,U,288.0,285.0,3.0,0.9895833333333334,0.42,528.0,0.22670454545454544,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-760,ac6abb95,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_PBA_BT,Travaux BT,PBA 9A650,215ac167,U,188.0,182.0,6.0,0.9680851063829787,0.42,528.0,0.14477272727272728,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-761,97db0e47,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_PBA_BT,Travaux BT,PBA 9C650,9c6af0a4,U,30.0,27.0,3.0,0.9,0.42,528.0,0.021477272727272727,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-762,0c10778f,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_PBA_BT,Travaux BT,PBA 9C800,526229bb,U,2.0,0.0,2.0,0.0,0.42,528.0,0.0,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-763,aab08059,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 11A1250,058e9b6a,U,4.0,4.0,0.0,1.0,0.3,64.0,0.01875,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-764,fbcc8526,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 12A800,46cfa5f8,U,4.0,3.0,1.0,0.75,0.3,64.0,0.014062499999999999,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-765,d23ae406,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 13A400,cd39f595,U,34.0,40.0,0.0,1.0,0.3,64.0,0.159375,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-766,feb50dad,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 13C1250,50dc40e9,U,1.0,0.0,1.0,0.0,0.3,64.0,0.0,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-767,426a87e2,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 13C800,d6344558,U,17.0,0.0,17.0,0.0,0.3,64.0,0.0,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-968,P2AE-OBJ-a1f2d054,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_PBA_HTA,Travaux HTA,PBA 11C650,26e8ec03,U,4.0,4.0,0.0,1.0,0.3,64.0,0.01875,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-774,79c2367b,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_TFO,Travaux HTA,Transformateur 160 kVA,8ae558c8,U,4.0,0.0,4.0,0.0,0.1667,4.0,0.0,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-776,307b8a6d,BOR_Par_04,Guerma,BORGOU,Parakou,P2AE_Terre,Travaux BT,Mise à la terre,002f1a3d,U,175.0,0.0,175.0,0.0,0.0667,175.0,0.0,En Cours,24.426192619261922,44.25419821354693,35.5695317632501,0
HC-700,29e7d2b7,BOR_Dal_03,Komiguéa,BORGOU,N'Dali,P2AE_Cable_BT,Travaux BT,PRC 50mm²,8e6b4946,m,7730.0,0.0,7730.0,0.0,0.3111,10445.0,0.0,En Cours,0.0,40.14689440146895,40.14689440146895,0
HC-701,db8db2ed,BOR_Dal_03,Komiguéa,BORGOU,N'Dali,P2AE_Cable_BT,Travaux BT,PRC 70mm²,59dc5a38,m,2715.0,0.0,2715.0,0.0,0.3111,10445.0,0.0,En Cours,0.0,40.14689440146895,40.14689440146895,0
HC-702,3d5835ac,BOR_Dal_03,Komiguéa,BORGOU,N'Dali,P2AE_EP,Travaux BT,EP,fbeef696,U,61.0,0.0,61.0,0.0,0.1556,61.0,0.0,En Cours,0.0,40.14689440146895,40.14689440146895,0
HC-704,c346c06f,BOR_Dal_03,Komiguéa,BORGOU,N'Dali,P2AE_Fouille_BT,Travaux BT,Fouille réseau basse tension,e221b25e,U,242.0,156.0,86.0,0.6446280991735537,0.0467,242.0,0.030104132231404956,En Cours,0.0,40.14689440146895,40.14689440146895,0
HC-696,e01f4baf,BOR_Dal_03,Komiguéa,BORGOU,N'Dali,P2AE_PBA_BT,Travaux BT,PBA 11C650,26e8ec03,U,2.0,0.0,2.0,0.0,0.42,242.0,0.0,En Cours,0.0,40.14689440146895,40.14689440146895,0
HC-697,e5474fbf,BOR_Dal_03,Komiguéa,BORGOU,N'Dali,P2AE_PBA_BT,Travaux BT,PBA 9A200,2ec17c4d,U,120.0,97.0,23.0,0.8083333333333333,0.42,242.0,0.1683471074380165,En Cours,0.0,40.14689440146895,40.14689440146895,0
HC-698,1c7fe0bd,BOR_Dal_03,Komiguéa,BORGOU,N'Dali,P2AE_PBA_BT,Travaux BT,PBA 9A650,215ac167,U,101.0,102.0,0.0,1.0,0.42,242.0,0.1752892561983471,En Cours,0.0,40.14689440146895,40.14689440146895,0
HC-699,b4409b88,BOR_Dal_03,Komiguéa,BORGOU,N'Dali,P2AE_PBA_BT,Travaux BT,PBA 9C650,9c6af0a4,U,19.0,16.0,3.0,0.8421052631578947,0.42,242.0,0.027768595041322314,En Cours,0.0,40.14689440146895,40.14689440146895,0
HC-703,d3104aeb,BOR_Dal_03,Komiguéa,BORGOU,N'Dali,P2AE_Terre,Travaux BT,Mise à la terre,002f1a3d,U,49.0,0.0,49.0,0.0,0.0667,49.0,0.0,En Cours,0.0,40.14689440146895,40.14689440146895,0
HC-888,87fead19,BOR_Tcha_01,Kpakpanin,BORGOU,Tchaourou,P2AE_Cable_BT,Travaux BT,PRC 50mm²,8e6b4946,m,6020.0,3432.65,2587.35,0.5702076411960133,0.3111,6370.0,0.16764480612244895,En Cours,8.850243313101362,63.92236720632079,39.80077694109069,0
HC-889,87fead20,BOR_Tcha_01,Kpakpanin,BORGOU,Tchaourou,P2AE_Cable_BT,Travaux BT,PRC 70mm²,59dc5a38,m,350.0,325.55,24.44999999999999,0.9301428571428572,0.3111,6370.0,0.01589931004709576,En Cours,8.850243313101362,63.92236720632079,39.80077694109069,0
HC-887,cd50c45d,BOR_Tcha_01,Kpakpanin,BORGOU,Tchaourou,P2AE_Cable_HTA,Travaux HTA,ASTER 54mm²,e9e0a228,m,370.0,0.0,370.0,0.0,0.3333,370.0,0.0,En Cours,8.850243313101362,63.92236720632079,39.80077694109069,0
HC-890,bec678c2,BOR_Tcha_01,Kpakpanin,BORGOU,Tchaourou,P2AE_DMT,Travaux HTA,Point Double DMT-CC,a4425df9,U,1.0,0.0,1.0,0.0,0.0833,1.0,0.0,En Cours,8.850243313101362,63.92236720632079,39.80077694109069,0
HC-893,cd78303a,BOR_Tcha_01,Kpakpanin,BORGOU,Tchaourou,P2AE_EP,Travaux BT,EP,fbeef696,U,52.0,0.0,52.0,0.0,0.1556,52.0,0.0,En Cours,8.850243313101362,63.92236720632079,39.80077694109069,0
HC-896,137d5858,BOR_Tcha_01,Kpakpanin,BORGOU,Tchaourou,P2AE_Fouille_BT,Travaux BT,Fouille réseau basse tension,e221b25e,U,121.0,132.0,0.0,1.0,0.0467,121.0,0.0467,En Cours,8.850243313101362,63.92236720632079,39.80077694109069,0
HC-895,7b506150,BOR_Tcha_01,Kpakpanin,BORGOU,Tchaourou,P2AE_Fouille_HTA,Travaux HTA,Fouille réseau haute tension,f03cfc0b,U,33.0,9.0,24.0,0.2727272727272727,0.0333,33.0,0.009081818181818182,En Cours,8.850243313101362,63.92236720632079,39.80077694109069,0
HC-891,e579073d,BOR_Tcha_01,Kpakpanin,BORGOU,Tchaourou,P2AE_IACM,Travaux HTA,IACM,21f4f4d7,U,1.0,0.0,1.0,0.0,0.0833,1.0,0.0,En Cours,8.850243313101362,63.92236720632079,39.80077694109069,0
HC-877,332f83f7,BOR_Tcha_01,Kpakpanin,BORGOU,Tchaourou,P2AE_PBA_BT,Travaux BT,PBA 11C650,29ef61f5,U,5.0,5.0,0.0,1.0,0.42,115.0,0.01826086956521739,En Cours,8.850243313101362,63.92236720632079,39.80077694109069,0
HC-878,03e64732,BOR_Tcha_01,Kpakpanin,BORGOU,Tchaourou,P2AE_PBA_BT,Travaux BT,PBA 9A200,2ec17c4d,U,66.0,73.0,0.0,1.0,0.42,115.0,0.24104347826086955,En Cours,8.850243313101362,63.92236720632079,39.80077694109069,0
