ID_Localite,Localite,Departement,ID_Tache,Date,Jours_Ecoules_Depuis_Debut_Chantier,Quantite_Nette_Jour,Quantite_Cumulee_Realisee,Qte_Prevue_Tache,Quantite_Restante_Tache,Taux_Realisation_Tache,Saisie_Aberrante_Neutralisee
DON_Bas_03,Akaradè,DONGA,P2AE_Fouille_BT,2026-07-18,607,105.0,105.0,244.0,139.0,0.430327868852459,False
DON_Bas_03,Akaradè,DONGA,P2AE_PBA_BT,2026-07-18,607,85.0,85.0,244.0,159.0,0.3483606557377049,False
DON_Bas_03,Akaradè,DONGA,P2AE_PBA_BT,2026-08-06,626,44.0,129.0,244.0,115.0,0.5286885245901639,False
DON_Bas_03,Akaradè,DONGA,P2AE_PBA_BT,2026-08-22,642,3.0,132.0,244.0,112.0,0.5409836065573771,False
DON_Bas_04,Tchimbéri,DONGA,P2AE_Fouille_BT,2026-07-18,607,5.0,5.0,14.0,9.0,0.35714285714285715,False
DON_Bas_04,Tchimbéri,DONGA,P2AE_PBA_BT,2026-07-18,607,5.0,5.0,14.0,9.0,0.35714285714285715,False
DON_Bas_04,Tchimbéri,DONGA,P2AE_PBA_BT,2026-08-22,642,7.0,12.0,14.0,2.0,0.8571428571428571,False
DON_Djo_01,Founga,DONGA,P2AE_Cable_BT,2026-07-18,607,11655.69,11655.69,38185.0,26529.309999999998,0.30524263454235956,False
DON_Djo_01,Founga,DONGA,P2AE_Fouille_BT,2026-04-20,518,669.0,669.0,792.0,123.0,0.8446969696969697,False
DON_Djo_01,Founga,DONGA,P2AE_Fouille_HTA,2026-04-08,506,29.0,29.0,100.0,71.0,0.29,False
DON_Djo_01,Founga,DONGA,P2AE_Fouille_HTA,2026-08-01,621,-29.0,0.0,100.0,100.0,0.0,False
DON_Djo_01,Founga,DONGA,P2AE_IACM,2026-08-22,642,4.0,4.0,5.0,1.0,0.8,False
DON_Djo_01,Founga,DONGA,P2AE_PBA_BT,2026-04-08,506,627.0,627.0,788.0,161.0,0.7956852791878173,False
DON_Djo_01,Founga,DONGA,P2AE_PBA_BT,2026-04-12,510,28.0,655.0,788.0,133.0,0.8312182741116751,False
DON_Djo_01,Founga,DONGA,P2AE_PBA_BT,2026-04-20,518,0.0,655.0,788.0,133.0,0.8312182741116751,False
DON_Djo_01,Founga,DONGA,P2AE_PBA_BT,2026-07-18,607,2.0,657.0,788.0,131.0,0.833756345177665,False
DON_Djo_01,Founga,DONGA,P2AE_PBA_BT,2026-07-24,613,58.0,715.0,788.0,73.0,0.9073604060913706,False
DON_Djo_01,Founga,DONGA,P2AE_PBA_BT,2026-07-25,614,58.0,773.0,788.0,15.0,0.9809644670050761,False
DON_Djo_01,Founga,DONGA,P2AE_PBA_BT,2026-08-01,621,15.0,788.0,788.0,0.0,1.0,False
DON_Djo_01,Founga,DONGA,P2AE_PBA_BT,2026-08-06,626,20.0,808.0,788.0,0.0,1.0253807106598984,False
DON_Djo_01,Founga,DONGA,P2AE_PBA_HTA,2026-04-08,506,29.0,29.0,105.0,76.0,0.2761904761904762,False
DON_Djo_01,Founga,DONGA,P2AE_PBA_HTA,2026-04-20,518,0.0,29.0,105.0,76.0,0.2761904761904762,False
DON_Djo_01,Founga,DONGA,P2AE_PBA_HTA,2026-07-24,613,1.0,30.0,105.0,75.0,0.2857142857142857,False
DON_Djo_01,Founga,DONGA,P2AE_PBA_HTA,2026-08-01,621,2.0,32.0,105.0,73.0,0.3047619047619048,False
DON_Djo_01,Founga,DONGA,P2AE_PBA_HTA,2026-08-06,626,17.0,49.0,105.0,56.0,0.4666666666666667,False
DON_Djo_01,Founga,DONGA,P2AE_PBA_HTA,2026-08-15,635,1.0,50.0,105.0,55.0,0.47619047619047616,False
DON_Djo_02,Alfa-Kpara,DONGA,P2AE_Fouille_BT,2026-04-08,506,45.0,45.0,71.0,26.0,0.6338028169014085,False
DON_Djo_02,Alfa-Kpara,DONGA,P2AE_Fouille_BT,2026-04-20,518,0.0,45.0,71.0,26.0,0.6338028169014085,False
DON_Djo_02,Alfa-Kpara,DONGA,P2AE_PBA_BT,2026-04-08,506,42.0,42.0,71.0,29.0,0.5915492957746479,False
DON_Djo_02,Alfa-Kpara,DONGA,P2AE_PBA_BT,2026-04-20,518,0.0,42.0,71.0,29.0,0.5915492957746479,False
DON_Djo_03,Vanhoui,DONGA,P2AE_Fouille_BT,2026-04-08,506,164.0,164.0,176.0,12.0,0.9318181818181818,False
DON_Djo_03,Vanhoui,DONGA,P2AE_Fouille_BT,2026-04-20,518,0.0,164.0,176.0,12.0,0.9318181818181818,False
DON_Djo_03,Vanhoui,DONGA,P2AE_PBA_BT,2026-04-08,506,160.0,160.0,176.0,16.0,0.9090909090909091,False
DON_Djo_03,Vanhoui,DONGA,P2AE_PBA_BT,2026-04-20,518,0.0,160.0,176.0,16.0,0.9090909090909091,False
DON_Djo_04,Nagatchori,DONGA,P2AE_Fouille_BT,2026-04-08,506,77.0,77.0,94.0,17.0,0.8191489361702128,False
DON_Djo_04,Nagatchori,DONGA,P2AE_Fouille_BT,2026-04-20,518,0.0,77.0,94.0,17.0,0.8191489361702128,False
DON_Djo_04,Nagatchori,DONGA,P2AE_IACM,2026-08-22,642,1.0,1.0,1.0,0.0,1.0,False
DON_Djo_04,Nagatchori,DONGA,P2AE_PBA_BT,2026-04-08,506,75.0,75.0,94.0,19.0,0.7978723404255319,False
DON_Djo_04,Nagatchori,DONGA,P2AE_PBA_BT,2026-04-20,518,0.0,75.0,94.0,19.0,0.7978723404255319,False
DON_Djo_04,Nagatchori,DONGA,P2AE_PBA_BT,2026-08-15,635,15.0,90.0,94.0,4.0,0.9574468085106383,False
DON_Djo_04,Nagatchori,DONGA,P2AE_PBA_BT,2026-08-22,642,1.0,91.0,94.0,3.0,0.9680851063829787,False
DON_Djo_04,Nagatchori,DONGA,P2AE_PBA_HTA,2026-08-15,635,22.0,22.0,27.0,5.0,0.8148148148148148,False
DON_Djo_05,Danogou,DONGA,P2AE_Fouille_BT,2026-04-08,506,0.0,0.0,76.0,76.0,0.0,True
DON_Djo_05,Danogou,DONGA,P2AE_Fouille_BT,2026-04-20,518,-1.0,0.0,76.0,76.0,0.0,False
DON_Djo_05,Danogou,DONGA,P2AE_Fouille_HTA,2026-04-08,506,1.0,1.0,28.0,27.0,0.03571428571428571,False
DON_Djo_05,Danogou,DONGA,P2AE_Fouille_HTA,2026-04-20,518,0.0,1.0,28.0,27.0,0.03571428571428571,False
DON_Djo_05,Danogou,DONGA,P2AE_PBA_BT,2026-04-08,506,74.0,74.0,75.0,1.0,0.9866666666666667,False
DON_Djo_05,Danogou,DONGA,P2AE_PBA_BT,2026-04-20,518,0.0,74.0,75.0,1.0,0.9866666666666667,False
DON_Djo_05,Danogou,DONGA,P2AE_PBA_HTA,2026-04-08,506,2.0,2.0,29.0,27.0,0.06896551724137931,False
DON_Djo_05,Danogou,DONGA,P2AE_PBA_HTA,2026-04-20,518,0.0,2.0,29.0,27.0,0.06896551724137931,False
DON_Djo_05,Danogou,DONGA,P2AE_PBA_HTA,2026-08-15,635,1.0,3.0,29.0,26.0,0.10344827586206896,False
DON_Oua_01,Bohomdo,DONGA,P2AE_Fouille_BT,2026-07-25,614,39.0,39.0,110.0,71.0,0.35454545454545455,False
DON_Oua_01,Bohomdo,DONGA,P2AE_PBA_BT,2026-07-25,614,22.0,22.0,106.0,84.0,0.20754716981132076,False
DON_Oua_01,Bohomdo,DONGA,P2AE_PBA_BT,2026-08-15,635,18.0,40.0,106.0,66.0,0.37735849056603776,False
DON_Oua_01,Bohomdo,DONGA,P2AE_PBA_BT,2026-08-22,642,23.0,63.0,106.0,43.0,0.5943396226415094,False
DON_Oua_01,Bohomdo,DONGA,P2AE_PBA_HTA,2026-08-15,635,1.0,1.0,14.0,13.0,0.07142857142857142,False
DON_Oua_02,Komtcha,DONGA,P2AE_Fouille_BT,2026-08-02,622,50.0,50.0,74.0,24.0,0.6756756756756757,False
DON_Oua_02,Komtcha,DONGA,P2AE_PBA_BT,2026-07-25,614,50.0,50.0,74.0,24.0,0.6756756756756757,False
DON_Oua_02,Komtcha,DONGA,P2AE_PBA_BT,2026-08-15,635,8.0,58.0,74.0,16.0,0.7837837837837838,False
DON_Oua_02,Komtcha,DONGA,P2AE_PBA_BT,2026-08-22,642,11.0,69.0,74.0,5.0,0.9324324324324325,False
DON_Oua_02,Komtcha,DONGA,P2AE_PBA_HTA,2026-08-15,635,2.0,2.0,11.0,9.0,0.18181818181818182,False
DON_Oua_03,Itchodè,DONGA,P2AE_Fouille_BT,2026-07-25,614,24.0,24.0,134.0,110.0,0.1791044776119403,False
DON_Oua_03,Itchodè,DONGA,P2AE_Fouille_BT,2026-08-02,622,7.0,31.0,134.0,103.0,0.23134328358208955,False
DON_Oua_03,Itchodè,DONGA,P2AE_PBA_BT,2026-07-25,614,24.0,24.0,114.0,90.0,0.21052631578947367,False
DON_Oua_03,Itchodè,DONGA,P2AE_PBA_BT,2026-08-01,621,7.0,31.0,114.0,83.0,0.2719298245614035,False
DON_Oua_03,Itchodè,DONGA,P2AE_PBA_BT,2026-08-09,629,23.0,54.0,114.0,60.0,0.47368421052631576,False
DON_Oua_03,Itchodè,DONGA,P2AE_PBA_BT,2026-08-15,635,29.0,83.0,114.0,31.0,0.7280701754385965,False
DON_Oua_03,Itchodè,DONGA,P2AE_PBA_HTA,2026-08-15,635,2.0,2.0,5.0,3.0,0.4,False
DON_Oua_04,Talina,DONGA,P2AE_Fouille_BT,2026-08-01,621,46.0,46.0,199.0,153.0,0.23115577889447236,False
DON_Oua_04,Talina,DONGA,P2AE_PBA_BT,2026-07-25,614,37.0,37.0,194.0,157.0,0.19072164948453607,False
DON_Oua_04,Talina,DONGA,P2AE_PBA_BT,2026-08-01,621,9.0,46.0,194.0,148.0,0.23711340206185566,False
DON_Oua_04,Talina,DONGA,P2AE_PBA_BT,2026-08-09,629,5.0,51.0,194.0,143.0,0.26288659793814434,False
DON_Oua_04,Talina,DONGA,P2AE_PBA_BT,2026-08-15,635,48.0,99.0,194.0,95.0,0.5103092783505154,False
DON_Oua_04,Talina,DONGA,P2AE_PBA_BT,2026-08-22,642,12.0,111.0,194.0,83.0,0.5721649484536082,False
DON_Oua_04,Talina,DONGA,P2AE_PBA_HTA,2026-08-15,635,4.0,4.0,21.0,17.0,0.19047619047619047,False
